Dest,DrivingMiles,EuclidMiles,Orig
PHIL,0,20.049125705356946,PLZA
POWL,0,15.370490223935848,PLZA
RICH,0,3.9511393906151353,PLZA
ROCK,0,7.338351804251529,PLZA
SBRN,0,27.823199081144868,PLZA
SFIA,0,29.806506717991823,PLZA
SANL,0,15.957890130167169,PLZA
SHAY,0,24.323579684075384,PLZA
SSAN,0,25.437680041243308,PLZA
UCTY,0,28.03542342761894,PLZA
WCRK,0,18.359164206572153,PLZA
WDUB,0,29.485937290220573,PLZA
WOAK,0,8.94095567384512,PLZA
12TH,0,6.907976346959193,EMBR
16TH,0,2.3636374174900334,EMBR
19TH,0,7.230465856611167,EMBR
24TH,0,3.2495244541656274,EMBR
ASHB,0,10.353807910089902,EMBR
BALB,0,5.8835554325554975,EMBR
BAYF,0,17.62469454518063,EMBR
CAST,0,20.471053499518085,EMBR
CIVC,0,1.3143318239832267,EMBR
COLS,0,12.121694885868681,EMBR
COLM,0,8.987508228344927,EMBR
CONC,0,26.216207754688835,EMBR
DALY,0,7.497736961094709,EMBR
DBRK,0,11.519309820199668,EMBR
DUBL,0,30.10186896632153,EMBR
DELN,0,16.432363823021642,EMBR
PLZA,0,14.589602545312692,EMBR
EMBR,0,0,EMBR
FRMT,0,30.38645757492796,EMBR
FTVL,0,10.054217527228277,EMBR
GLEN,0,4.83387336081161,EMBR
HAYW,0,20.44594742563715,EMBR
LAFY,0,17.876679375258984,EMBR
LAKE,0,7.309916856929354,EMBR
MCAR,0,8.65083659974429,EMBR
MLBR,0,16.30817545760906,EMBR
MONT,0,0.3619544841872914,EMBR
NBRK,0,12.40939108333359,EMBR
NCON,0,28.268181712208115,EMBR
ORIN,0,14.437549173301612,EMBR
PITT,0,32.73542713274483,EMBR
PHIL,0,22.761196359532967,EMBR
POWL,0,0.7808876786230177,EMBR
RICH,0,18.540741935927826,EMBR
ROCK,0,10.050422458427546,EMBR
SBRN,0,13.233596535832035,EMBR
SFIA,0,15.216904172678989,EMBR
SANL,0,15.04832027804309,EMBR
SHAY,0,23.414009831951304,EMBR
SSAN,0,10.848077495930477,EMBR
UCTY,0,27.12585357549486,EMBR
WCRK,0,21.071234860748174,EMBR
WDUB,0,28.576367438096494,EMBR
WOAK,0,5.648646871467704,EMBR
12TH,0,23.614401228698284,FRMT
16TH,0,32.75009499241782,FRMT
19TH,0,23.936890738350257,FRMT
24TH,0,33.63598202909341,FRMT
ASHB,0,27.060232791828994,FRMT
BALB,0,36.270013007483286,FRMT
BAYF,0,12.761763029747234,FRMT
CAST,0,15.608121984084688,FRMT
CIVC,0,31.700789398911013,FRMT
COLS,0,18.26476268905916,FRMT
COLM,0,39.37396580327272,FRMT
CONC,0,42.92263263642793,FRMT
DALY,0,37.8841945360225,FRMT
DBRK,0,28.225734701938762,FRMT
DUBL,0,25.23893745088813,FRMT
DELN,0,33.138788704760735,FRMT
PLZA,0,31.296027427051786,FRMT
EMBR,0,30.386457574927785,FRMT
FRMT,0,0,FRMT
FTVL,0,20.332240047699436,FRMT
GLEN,0,35.2203309357394,FRMT
HAYW,0,9.94051014929088,FRMT
LAFY,0,34.58310425699807,FRMT
LAKE,0,23.076540717998405,FRMT
MCAR,0,25.35726148148338,FRMT
MLBR,0,46.694633032536856,FRMT
MONT,0,30.748412059115076,FRMT
NBRK,0,29.115815965072684,FRMT
NCON,0,44.97460659394721,FRMT
ORIN,0,31.1439740550407,FRMT
PITT,0,49.44185201448392,FRMT
PHIL,0,39.467621241272056,FRMT
POWL,0,31.167345253550803,FRMT
RICH,0,35.24716681766692,FRMT
ROCK,0,26.756847340166637,FRMT
SBRN,0,43.62005411075983,FRMT
SFIA,0,45.60336174760678,FRMT
SANL,0,15.338137296884641,FRMT
SHAY,0,6.97244774297668,FRMT
SSAN,0,41.23453507085827,FRMT
UCTY,0,3.2606039994330818,FRMT
WCRK,0,37.77765974248726,FRMT
WDUB,0,23.713435922663095,FRMT
WOAK,0,24.737810703460077,FRMT
12TH,0,3.2821611809988496,FTVL
16TH,0,12.417854944718387,FTVL
19TH,0,3.604650690650824,FTVL
24TH,0,13.303741981393982,FTVL
ASHB,0,6.727992744129558,FTVL
BALB,0,15.937772959783851,FTVL
BAYF,0,7.570477017952354,FTVL
CAST,0,10.416835972289807,FTVL
CIVC,0,11.36854935121158,FTVL
COLS,0,2.0674773586404043,FTVL
COLM,0,19.04172575557328,FTVL
CONC,0,22.590392588728488,FTVL
DALY,0,17.551954488323062,FTVL
DBRK,0,7.8934946542393245,FTVL
DUBL,0,20.04765143909325,FTVL
DELN,0,12.806548657061299,FTVL
PLZA,0,10.963787379352349,FTVL
EMBR,0,10.054217527228353,FTVL
FRMT,0,20.33224004769968,FTVL
FTVL,0,0,FTVL
GLEN,0,14.888090888039963,FTVL
HAYW,0,10.391729898408872,FTVL
LAFY,0,14.250864209298639,FTVL
LAKE,0,2.7443006702989696,FTVL
MCAR,0,5.025021433783946,FTVL
MLBR,0,26.36239298483742,FTVL
MONT,0,10.416172011415645,FTVL
NBRK,0,8.783575917373247,FTVL
NCON,0,24.642366546247768,FTVL
ORIN,0,10.811734007341268,FTVL
PITT,0,29.109611966784485,FTVL
PHIL,0,19.13538119357262,FTVL
POWL,0,10.835105205851372,FTVL
RICH,0,14.914926769967485,FTVL
ROCK,0,6.424607292467202,FTVL
SBRN,0,23.28781406306039,FTVL
SFIA,0,25.271121699907347,FTVL
SANL,0,4.994102750814811,FTVL
SHAY,0,13.359792304723028,FTVL
SSAN,0,20.902295023158832,FTVL
UCTY,0,17.071636048266583,FTVL
WCRK,0,17.445419694787827,FTVL
WDUB,0,18.522149910868215,FTVL
WOAK,0,4.405570655760643,FTVL
12TH,0,11.741849707770568,GLEN
16TH,0,2.4702359433213994,GLEN
19TH,0,12.064339217422543,GLEN
24TH,0,1.5843489066458554,GLEN
ASHB,0,15.187681270901278,GLEN
BALB,0,1.0496820717438877,GLEN
BAYF,0,22.458567905992005,GLEN
CAST,0,25.30492686032946,GLEN
CIVC,0,3.5195415368279934,GLEN
COLS,0,16.955568246680055,GLEN
COLM,0,4.153634867533318,GLEN
CONC,0,31.05008111550021,GLEN
DALY,0,2.6638636002830998,GLEN
DBRK,0,16.353183181011044,GLEN
DUBL,0,34.9357423271329,GLEN
DELN,0,21.266237183833017,GLEN
PLZA,0,19.423475906124068,GLEN
EMBR,0,4.833873360811376,GLEN
FRMT,0,35.220330935739334,GLEN
FTVL,0,14.88809088803965,GLEN
GLEN,0,0,GLEN
HAYW,0,25.279820786448525,GLEN
LAFY,0,22.71055273607036,GLEN
LAKE,0,12.143790217740728,GLEN
MCAR,0,13.484709960555666,GLEN
MLBR,0,11.474302096797453,GLEN
MONT,0,4.471918876624076,GLEN
NBRK,0,17.243264444144966,GLEN
NCON,0,33.10205507301949,GLEN
ORIN,0,19.271422534112986,GLEN
PITT,0,37.569300493556206,GLEN
PHIL,0,27.59506972034434,GLEN
POWL,0,4.0529856821882,GLEN
RICH,0,23.3746152967392,GLEN
ROCK,0,14.884295819238922,GLEN
SBRN,0,8.399723175020426,GLEN
SFIA,0,10.38303081186738,GLEN
SANL,0,19.882193638854464,GLEN
SHAY,0,28.24788319276268,GLEN
SSAN,0,6.014204135118868,GLEN
UCTY,0,31.959726936306236,GLEN
WCRK,0,25.905108221559548,GLEN
WDUB,0,33.410240798907864,GLEN
WOAK,0,10.482520232279079,GLEN
12TH,0,13.673891079407408,HAYW
16TH,0,22.80958484312694,HAYW
19TH,0,13.996380589059383,HAYW
24TH,0,23.695471879802536,HAYW
ASHB,0,17.119722642538118,HAYW
BALB,0,26.329502858192406,HAYW
BAYF,0,2.8212528804563544,HAYW
CAST,0,5.667611834793808,HAYW
CIVC,0,21.760279249620137,HAYW
COLS,0,8.324252539768281,HAYW
COLM,0,29.433455653981838,HAYW
CONC,0,32.982122487137055,HAYW
DALY,0,27.94368438673162,HAYW
DBRK,0,18.285224552647882,HAYW
DUBL,0,15.298427301597252,HAYW
DELN,0,23.198278555469855,HAYW
PLZA,0,21.355517277760907,HAYW
EMBR,0,20.44594742563691,HAYW
FRMT,0,9.940510149290809,HAYW
FTVL,0,10.391729898408558,HAYW
GLEN,0,25.279820786448518,HAYW
HAYW,0,0,HAYW
LAFY,0,24.6425941077072,HAYW
LAKE,0,13.136030568707527,HAYW
MCAR,0,15.416751332192506,HAYW
MLBR,0,36.75412288324597,HAYW
MONT,0,20.8079019098242,HAYW
NBRK,0,19.175305815781805,HAYW
NCON,0,35.034096444656335,HAYW
ORIN,0,21.203463905749828,HAYW
PITT,0,39.50134186519305,HAYW
PHIL,0,29.527111091981183,HAYW
POWL,0,21.226835104259926,HAYW
RICH,0,25.30665666837604,HAYW
ROCK,0,16.81633719087576,HAYW
SBRN,0,33.679543961468944,HAYW
SFIA,0,35.662851598315896,HAYW
SANL,0,5.397627147593761,HAYW
SHAY,0,2.9680624063141554,HAYW
SSAN,0,31.294024921567388,HAYW
UCTY,0,6.679906149857712,HAYW
WCRK,0,27.83714959319639,HAYW
WDUB,0,13.772925773372217,HAYW
WOAK,0,14.797300554169201,HAYW
12TH,0,10.968703028299945,LAFY
16TH,0,20.240316792749176,LAFY
19TH,0,10.646213518647775,LAFY
24TH,0,21.12620382942477,LAFY
ASHB,0,10.9288140858602,LAFY
BALB,0,23.76023480781464,LAFY
BAYF,0,21.821341227251022,LAFY
CAST,0,24.667700181588476,LAFY
CIVC,0,19.19101119924237,LAFY
COLS,0,16.318341567939072,LAFY
COLM,0,26.864187603604073,LAFY
CONC,0,8.33952837942985,LAFY
DALY,0,25.374416336353853,LAFY
DBRK,0,12.094315995969966,LAFY
DUBL,0,34.29851564839192,LAFY
DELN,0,17.00736999879194,LAFY
PLZA,0,15.16460872108299,LAFY
EMBR,0,17.876679375259144,LAFY
FRMT,0,34.58310425699835,LAFY
FTVL,0,14.250864209298669,LAFY
GLEN,0,22.710552736070753,LAFY
HAYW,0,24.642594107707538,LAFY
LAFY,0,0,LAFY
LAKE,0,11.506563538999746,LAFY
MCAR,0,9.225842775514588,LAFY
MLBR,0,34.18485483286821,LAFY
MONT,0,18.238633859446434,LAFY
NBRK,0,12.984397259103888,LAFY
NCON,0,10.391502336949133,LAFY
ORIN,0,3.4391302019574588,LAFY
PITT,0,14.858747757485848,LAFY
PHIL,0,4.884516984273983,LAFY
POWL,0,18.65756705388216,LAFY
RICH,0,19.115748111698124,LAFY
ROCK,0,7.82625691683147,LAFY
SBRN,0,31.110275911091183,LAFY
SFIA,0,33.09358354793814,LAFY
SANL,0,19.24496696011348,LAFY
SHAY,0,27.61065651402169,LAFY
SSAN,0,28.724756871189623,LAFY
UCTY,0,31.32250025756525,LAFY
WCRK,0,3.1945554854891887,LAFY
WDUB,0,32.773014120166884,LAFY
WOAK,0,12.228032503791436,LAFY
12TH,0,0.53786051069988,LAKE
16TH,0,9.673554274419415,LAKE
19TH,0,0.8603500203518542,LAKE
24TH,0,10.559441311095009,LAKE
ASHB,0,3.983692073830589,LAKE
BALB,0,13.193472289484879,LAKE
BAYF,0,10.314777688251278,LAKE
CAST,0,13.161136642588732,LAKE
CIVC,0,8.624248680912608,LAKE
COLS,0,4.811778028939328,LAKE
COLM,0,16.29742508527431,LAKE
CONC,0,19.84609191842952,LAKE
DALY,0,14.807653818024091,LAKE
DBRK,0,5.149193983940355,LAKE
DUBL,0,22.791952109392177,LAKE
DELN,0,10.062247986762328,LAKE
PLZA,0,8.219486709053378,LAKE
EMBR,0,7.309916856929382,LAKE
FRMT,0,23.076540717998604,LAKE
FTVL,0,2.744300670298923,LAKE
GLEN,0,12.14379021774099,LAKE
HAYW,0,13.136030568707795,LAKE
LAFY,0,11.50656353899967,LAKE
LAKE,0,0,LAKE
MCAR,0,2.2807207634849767,LAKE
MLBR,0,23.618092314538444,LAKE
MONT,0,7.671871341116673,LAKE
NBRK,0,6.0392752470742765,LAKE
NCON,0,21.8980658759488,LAKE
ORIN,0,8.0674333370423,LAKE
PITT,0,26.365311296485515,LAKE
PHIL,0,16.39108052327365,LAKE
POWL,0,8.0908045355524,LAKE
RICH,0,12.170626099668514,LAKE
ROCK,0,3.6803066221682323,LAKE
SBRN,0,20.54351339276142,LAKE
SFIA,0,22.526821029608374,LAKE
SANL,0,7.738403421113735,LAKE
SHAY,0,16.10409297502195,LAKE
SSAN,0,18.15799435285986,LAKE
UCTY,0,19.815936718565506,LAKE
WCRK,0,14.701119024488857,LAKE
WDUB,0,21.266450581167142,LAKE
WOAK,0,1.661269985461673,LAKE
12TH,0,1.7428602527853576,MCAR
16TH,0,11.01447401723459,MCAR
19TH,0,1.4203707431331867,MCAR
24TH,0,11.900361053910185,MCAR
ASHB,0,1.7029713103456123,MCAR
BALB,0,14.534392032300055,MCAR
BAYF,0,12.595498451736436,MCAR
CAST,0,15.44185740607389,MCAR
CIVC,0,9.965168423727784,MCAR
COLS,0,7.092498792424486,MCAR
COLM,0,17.638344828089487,MCAR
CONC,0,17.565371154944543,MCAR
DALY,0,16.148573560839267,MCAR
DBRK,0,2.8684732204553782,MCAR
DUBL,0,25.072672872877334,MCAR
DELN,0,7.781527223277351,MCAR
PLZA,0,5.9387659455684005,MCAR
EMBR,0,8.650836599744556,MCAR
FRMT,0,25.357261481483764,MCAR
FTVL,0,5.025021433784082,MCAR
GLEN,0,13.484709960556167,MCAR
HAYW,0,15.416751332192954,MCAR
LAFY,0,9.225842775514693,MCAR
LAKE,0,2.280720763485159,MCAR
MCAR,0,0,MCAR
MLBR,0,24.959012057353625,MCAR
MONT,0,9.012791083931848,MCAR
NBRK,0,3.7585544835892994,MCAR
NCON,0,19.617345112463823,MCAR
ORIN,0,5.786712573557322,MCAR
PITT,0,24.08459053300054,MCAR
PHIL,0,14.110359759788675,MCAR
POWL,0,9.431724278367575,MCAR
RICH,0,9.889905336183537,MCAR
ROCK,0,1.3995858586832557,MCAR
SBRN,0,21.884433135576597,MCAR
SFIA,0,23.867740772423552,MCAR
SANL,0,10.019124184598894,MCAR
SHAY,0,18.38481373850711,MCAR
SSAN,0,19.498914095675037,MCAR
UCTY,0,22.096657482050666,MCAR
WCRK,0,12.420398261003882,MCAR
WDUB,0,23.5471713446523,MCAR
WOAK,0,3.0021897282768477,MCAR
12TH,0,23.216151804567886,MLBR
16TH,0,13.944538040118713,MLBR
19TH,0,23.53864131421986,MLBR
24TH,0,13.058651003443169,MLBR
ASHB,0,26.661983367698596,MLBR
BALB,0,10.424620025053391,MLBR
BAYF,0,33.93287000278932,MLBR
CAST,0,36.779228957126776,MLBR
CIVC,0,14.993843633625307,MLBR
COLS,0,28.429870343477372,MLBR
COLM,0,7.320667229263993,MLBR
CONC,0,42.52438321229753,MLBR
DALY,0,8.810438496514221,MLBR
DBRK,0,27.827485277808364,MLBR
DUBL,0,46.410044423930216,MLBR
DELN,0,32.74053928063034,MLBR
PLZA,0,30.897778002921388,MLBR
EMBR,0,16.30817545760869,MLBR
FRMT,0,46.69463303253664,MLBR
FTVL,0,26.36239298483697,MLBR
GLEN,0,11.474302096797313,MLBR
HAYW,0,36.75412288324584,MLBR
LAFY,0,34.18485483286767,MLBR
LAKE,0,23.618092314538046,MLBR
MCAR,0,24.959012057352982,MLBR
MLBR,0,0,MLBR
MONT,0,15.94622097342139,MLBR
NBRK,0,28.717566540942286,MLBR
NCON,0,44.57635716981681,MLBR
ORIN,0,30.745724630910303,MLBR
PITT,0,49.04360259035352,MLBR
PHIL,0,39.06937181714166,MLBR
POWL,0,15.527287778985514,MLBR
RICH,0,34.848917393536524,MLBR
ROCK,0,26.35859791603624,MLBR
SBRN,0,3.074578921777149,MLBR
SFIA,0,1.1570304500411714,MLBR
SANL,0,31.35649573565178,MLBR
SHAY,0,39.722185289559995,MLBR
SSAN,0,5.460097961678535,MLBR
UCTY,0,43.43402903310355,MLBR
WCRK,0,37.37941031835686,MLBR
WDUB,0,44.88454289570518,MLBR
WOAK,0,21.956822329076395,MLBR
12TH,0,7.2699308311464925,MONT
16TH,0,2.0016829333027415,MONT
19TH,0,7.5924203407984665,MONT
24TH,0,2.8875699699783355,MONT
ASHB,0,10.715762394277201,MONT
BALB,0,5.521600948368206,MONT
BAYF,0,17.98664902936793,MONT
CAST,0,20.833007983705382,MONT
CIVC,0,0.9523773397959352,MONT
COLS,0,12.48364937005598,MONT
COLM,0,8.625553744157635,MONT
CONC,0,26.578162238876132,MONT
DALY,0,7.135782476907417,MONT
DBRK,0,11.881264304386967,MONT
DUBL,0,30.463823450508826,MONT
DELN,0,16.79431830720894,MONT
PLZA,0,14.951557029499991,MONT
EMBR,0,0.3619544841873,MONT
FRMT,0,30.748412059115253,MONT
FTVL,0,10.416172011415576,MONT
GLEN,0,4.471918876624318,MONT
HAYW,0,20.807901909824444,MONT
LAFY,0,18.23863385944628,MONT
LAKE,0,7.6718713411166535,MONT
MCAR,0,9.012791083931589,MONT
MLBR,0,15.94622097342177,MONT
MONT,0,0,MONT
NBRK,0,12.77134556752089,MONT
NCON,0,28.630136196395412,MONT
ORIN,0,14.799503657488911,MONT
PITT,0,33.097381616932125,MONT
PHIL,0,23.123150843720264,MONT
POWL,0,0.41893319443572624,MONT
RICH,0,18.902696420115124,MONT
ROCK,0,10.412376942614845,MONT
SBRN,0,12.871642051644743,MONT
SFIA,0,14.854949688491697,MONT
SANL,0,15.410274762230387,MONT
SHAY,0,23.775964316138598,MONT
SSAN,0,10.486123011743185,MONT
UCTY,0,27.487808059682155,MONT
WCRK,0,21.43318934493547,MONT
WDUB,0,28.93832192228379,MONT
WOAK,0,6.0106013556550035,MONT
12TH,0,5.501414736374609,NBRK
16TH,0,14.773028500823843,NBRK
19TH,0,5.178925226722438,NBRK
24TH,0,15.658915537499437,NBRK
ASHB,0,2.0555831732434453,NBRK
BALB,0,18.29294651588931,NBRK
BAYF,0,16.354052935325686,NBRK
CAST,0,19.20041188966314,NBRK
CIVC,0,13.723722907317036,NBRK
COLS,0,10.851053276013738,NBRK
COLM,0,21.39689931167874,NBRK
CONC,0,21.323925638533794,NBRK
DALY,0,19.90712804442852,NBRK
DBRK,0,0.8900812631339269,NBRK
DUBL,0,28.831227356466584,NBRK
DELN,0,4.0229727396880515,NBRK
PLZA,0,2.1802114619791015,NBRK
EMBR,0,12.409391083333809,NBRK
FRMT,0,29.11581596507301,NBRK
FTVL,0,8.783575917373334,NBRK
GLEN,0,17.24326444414542,NBRK
HAYW,0,19.175305815782203,NBRK
LAFY,0,12.984397259103943,NBRK
LAKE,0,6.039275247074411,NBRK
MCAR,0,3.7585544835892515,NBRK
MLBR,0,28.717566540942876,NBRK
MONT,0,12.7713455675211,NBRK
NBRK,0,0,NBRK
NCON,0,23.375899596053074,NBRK
ORIN,0,9.545267057146573,NBRK
PITT,0,27.84314501658979,NBRK
PHIL,0,17.868914243377926,NBRK
POWL,0,13.190278761956828,NBRK
RICH,0,6.131350852594236,NBRK
ROCK,0,5.158140342272507,NBRK
SBRN,0,25.64298761916585,NBRK
SFIA,0,27.626295256012806,NBRK
SANL,0,13.777678668188145,NBRK
SHAY,0,22.143368222096356,NBRK
SSAN,0,23.25746857926429,NBRK
UCTY,0,25.855211965639914,NBRK
WCRK,0,16.178952744593133,NBRK
WDUB,0,27.30572582824155,NBRK
WOAK,0,6.760744211866099,NBRK
12TH,0,21.3602053652489,NCON
16TH,0,30.63181912969813,NCON
19TH,0,21.037715855596726,NCON
24TH,0,31.517706166373724,NCON
ASHB,0,21.320316422809153,NCON
BALB,0,34.151737144763594,NCON
BAYF,0,32.21284356419998,NCON
CAST,0,35.05920251853743,NCON
CIVC,0,29.582513536191325,NCON
COLS,0,26.709843904888025,NCON
COLM,0,37.255689940553026,NCON
CONC,0,2.0519739575193863,NCON
DALY,0,35.76591867330281,NCON
DBRK,0,22.485818332918917,NCON
DUBL,0,44.69001798534087,NCON
DELN,0,27.39887233574089,NCON
PLZA,0,25.55611105803194,NCON
EMBR,0,28.268181712208097,NCON
FRMT,0,44.9746065939473,NCON
FTVL,0,24.642366546247622,NCON
GLEN,0,33.102055073019706,NCON
HAYW,0,35.0340964446565,NCON
LAFY,0,10.391502336948951,NCON
LAKE,0,21.8980658759487,NCON
MCAR,0,19.61734511246354,NCON
MLBR,0,44.576357169817165,NCON
MONT,0,28.630136196395387,NCON
NBRK,0,23.37589959605284,NCON
NCON,0,0,NCON
ORIN,0,13.83063253890641,NCON
PITT,0,4.467245420536716,NCON
PHIL,0,5.506985352675097,NCON
POWL,0,29.049069390831114,NCON
RICH,0,29.507250448647074,NCON
ROCK,0,18.21775925378042,NCON
SBRN,0,41.50177824804014,NCON
SFIA,0,43.48508588488709,NCON
SANL,0,29.636469297062433,NCON
SHAY,0,38.00215885097065,NCON
SSAN,0,39.11625920813858,NCON
UCTY,0,41.714002594514206,NCON
WCRK,0,7.1969468514597565,NCON
WDUB,0,43.16451645711584,NCON
WOAK,0,22.61953484074039,NCON
12TH,0,7.529572826342487,ORIN
16TH,0,16.80118659079172,ORIN
19TH,0,7.207083316690316,ORIN
24TH,0,17.687073627467313,ORIN
ASHB,0,7.489683883902741,ORIN
BALB,0,20.321104605857183,ORIN
BAYF,0,18.382211025293564,ORIN
CAST,0,21.22856997963102,ORIN
CIVC,0,15.751880997284914,ORIN
COLS,0,12.879211365981616,ORIN
COLM,0,23.425057401646615,ORIN
CONC,0,11.778658581387221,ORIN
DALY,0,21.935286134396396,ORIN
DBRK,0,8.655185794012507,ORIN
DUBL,0,30.859385446434462,ORIN
DELN,0,13.568239796834481,ORIN
PLZA,0,11.72547851912553,ORIN
EMBR,0,14.437549173301687,ORIN
FRMT,0,31.143974055040893,ORIN
FTVL,0,10.811734007341212,ORIN
GLEN,0,19.271422534113295,ORIN
HAYW,0,21.203463905750084,ORIN
LAFY,0,3.439130201957371,ORIN
LAKE,0,8.067433337042289,ORIN
MCAR,0,5.7867125735571285,ORIN
MLBR,0,30.74572463091075,ORIN
MONT,0,14.799503657488978,ORIN
NBRK,0,9.545267057146429,ORIN
NCON,0,13.830632538906503,ORIN
ORIN,0,0,ORIN
PITT,0,18.29787795944322,ORIN
PHIL,0,8.323647186231353,ORIN
POWL,0,15.218436851924706,ORIN
RICH,0,15.676617909740667,ORIN
ROCK,0,4.387126714874011,ORIN
SBRN,0,27.671145709133725,ORIN
SFIA,0,29.65445334598068,ORIN
SANL,0,15.805836758156023,ORIN
SHAY,0,24.171526312064238,ORIN
SSAN,0,25.285626669232165,ORIN
UCTY,0,27.883370055607795,ORIN
WCRK,0,6.63368568744656,ORIN
WDUB,0,29.333883918209427,ORIN
WOAK,0,8.788902301833977,ORIN
12TH,0,25.827450785785576,PITT
16TH,0,35.09906455023481,PITT
19TH,0,25.504961276133404,PITT
24TH,0,35.9849515869104,PITT
ASHB,0,25.78756184334583,PITT
BALB,0,38.61898256530027,PITT
BAYF,0,36.680088984736656,PITT
CAST,0,39.52644793907411,PITT
CIVC,0,34.049758956728,PITT
COLS,0,31.177089325424703,PITT
COLM,0,41.722935361089704,PITT
CONC,0,6.519219378056064,PITT
DALY,0,40.233164093839484,PITT
DBRK,0,26.953063753455595,PITT
DUBL,0,49.15726340587756,PITT
DELN,0,31.866117756277568,PITT
PLZA,0,30.02335647856862,PITT
EMBR,0,32.735427132744775,PITT
FRMT,0,49.44185201448398,PITT
FTVL,0,29.1096119667843,PITT
GLEN,0,37.56930049355638,PITT
HAYW,0,39.501341865193176,PITT
LAFY,0,14.85874775748563,PITT
LAKE,0,26.365311296485377,PITT
MCAR,0,24.084590533000217,PITT
MLBR,0,49.04360259035384,PITT
MONT,0,33.09738161693207,PITT
NBRK,0,27.843145016589517,PITT
NCON,0,4.4672454205366785,PITT
ORIN,0,18.29787795944309,PITT
PITT,0,0,PITT
PHIL,0,9.974230773211776,PITT
POWL,0,33.51631481136779,PITT
RICH,0,33.974495869183755,PITT
ROCK,0,22.6850046743171,PITT
SBRN,0,45.96902366857682,PITT
SFIA,0,47.95233130542377,PITT
SANL,0,34.10371471759911,PITT
SHAY,0,42.46940427150733,PITT
SSAN,0,43.58350462867526,PITT
UCTY,0,46.18124801505088,PITT
WCRK,0,11.664192271996436,PITT
WDUB,0,47.63176187765252,PITT
WOAK,0,27.086780261277067,PITT
12TH,0,15.853220012573798,PHIL
16TH,0,25.124833777023028,PHIL
19TH,0,15.530730502921628,PHIL
24TH,0,26.010720813698622,PHIL
ASHB,0,15.813331070134053,PHIL
BALB,0,28.644751792088492,PHIL
BAYF,0,26.705858211524877,PHIL
CAST,0,29.55221716586233,PHIL
CIVC,0,24.075528183516223,PHIL
COLS,0,21.202858552212927,PHIL
COLM,0,31.748704587877924,PHIL
CONC,0,3.4550113951558683,PHIL
DALY,0,30.258933320627705,PHIL
DBRK,0,16.97883298024382,PHIL
DUBL,0,39.18303263266577,PHIL
DELN,0,21.891886983065792,PHIL
PLZA,0,20.049125705356843,PHIL
EMBR,0,22.761196359532995,PHIL
FRMT,0,39.4676212412722,PHIL
FTVL,0,19.135381193572524,PHIL
GLEN,0,27.595069720344604,PHIL
HAYW,0,29.527111091981396,PHIL
LAFY,0,4.884516984273854,PHIL
LAKE,0,16.3910805232736,PHIL
MCAR,0,14.110359759788441,PHIL
MLBR,0,39.06937181714206,PHIL
MONT,0,23.123150843720286,PHIL
NBRK,0,17.86891424337774,PHIL
NCON,0,5.50698535267515,PHIL
ORIN,0,8.323647186231312,PHIL
PITT,0,9.974230773211865,PHIL
PHIL,0,0,PHIL
POWL,0,23.542084038156013,PHIL
RICH,0,24.000265095971976,PHIL
ROCK,0,12.710773901105323,PHIL
SBRN,0,35.99479289536504,PHIL
SFIA,0,37.97810053221199,PHIL
SANL,0,24.129483944387335,PHIL
SHAY,0,32.49517349829555,PHIL
SSAN,0,33.60927385546348,PHIL
UCTY,0,36.207017241839104,PHIL
WCRK,0,1.6899614987846596,PHIL
WDUB,0,37.657531104440736,PHIL
WOAK,0,17.112549488065287,PHIL
12TH,0,7.688864025582369,POWL
16TH,0,1.5827497388670155,POWL
19TH,0,8.011353535234344,POWL
24TH,0,2.4686367755426097,POWL
ASHB,0,11.134695588713079,POWL
BALB,0,5.10266775393248,POWL
BAYF,0,18.405582223803805,POWL
CAST,0,21.25194117814126,POWL
CIVC,0,0.533444145360209,POWL
COLS,0,12.902582564491857,POWL
COLM,0,8.20662054972191,POWL
CONC,0,26.997095433312012,POWL
DALY,0,6.716849282471692,POWL
DBRK,0,12.300197498822845,POWL
DUBL,0,30.882756644944703,POWL
DELN,0,17.21325150164482,POWL
PLZA,0,15.37049022393587,POWL
EMBR,0,0.7808876786231762,POWL
FRMT,0,31.167345253551133,POWL
FTVL,0,10.835105205851452,POWL
GLEN,0,4.052985682188592,POWL
HAYW,0,21.226835104260324,POWL
LAFY,0,18.65756705388216,POWL
LAKE,0,8.090804535552529,POWL
MCAR,0,9.431724278367467,POWL
MLBR,0,15.527287778986045,POWL
MONT,0,0.41893319443587623,POWL
NBRK,0,13.190278761956767,POWL
NCON,0,29.049069390831292,POWL
ORIN,0,15.218436851924789,POWL
PITT,0,33.516314811368005,POWL
PHIL,0,23.542084038156144,POWL
POWL,0,0,POWL
RICH,0,19.321629614551004,POWL
ROCK,0,10.831310137050723,POWL
SBRN,0,12.452708857209018,POWL
SFIA,0,14.436016494055972,POWL
SANL,0,15.829207956666263,POWL
SHAY,0,24.194897510574478,POWL
SSAN,0,10.06718981730746,POWL
UCTY,0,27.906741254118035,POWL
WCRK,0,21.85212253937135,POWL
WDUB,0,29.357255116719667,POWL
WOAK,0,6.42953455009088,POWL
12TH,0,11.63276558896887,RICH
16TH,0,20.9043793534181,RICH
19TH,0,11.310276079316699,RICH
24TH,0,21.790266390093695,RICH
ASHB,0,8.186934025837706,RICH
BALB,0,24.424297368483565,RICH
