"Orig","Dest","DrivingMiles","EuclidMiles","price","TransBay"
"COLS","DELN",0,14.8740260157016,3.1,"FALSE"
"COLS","DUBL",0,17.9801740804528,3.8,"FALSE"
"COLS","EMBR",0,12.1216948858686,4.05,"TRUE"
"COLS","FRMT",0,18.2647626890593,3.85,"FALSE"
"COLS","FTVL",0,2.06747735864028,1.85,"FALSE"
"COLS","GLEN",0,16.9555682466802,4.35,"TRUE"
"COLS","HAYW",0,8.32425253976847,2.45,"FALSE"
"COLS","LAFY",0,16.3183415679389,3.35,"FALSE"
"COLS","LAKE",0,4.81177802893925,1.85,"FALSE"
"COLS","MCAR",0,7.09249879242422,2.15,"FALSE"
"COLS","MLBR",0,28.4298703434777,5.25,"TRUE"
"COLS","MONT",0,12.4836493700559,4.05,"TRUE"
"COLS","NBRK",0,10.8510532760135,2.65,"FALSE"
"COLS","NCON",0,26.709843904888,4.45,"FALSE"
"COLS","ORIN",0,12.8792113659815,3,"FALSE"
"COLS","PHIL",0,21.2028585522129,3.85,"FALSE"
"COLS","PITT",0,31.1770893254248,4.95,"FALSE"
"COLS","PLZA",0,13.0312647379926,2.95,"FALSE"
"COLS","POWL",0,12.9025825644916,4.05,"TRUE"
"COLS","RICH",0,16.9824041286078,3.3,"FALSE"
"COLS","ROCK",0,8.49208465110748,2.2,"FALSE"
"COLS","SANL",0,2.92662539217441,1.85,"FALSE"
"COLS","SBRN",0,25.3552914217007,4.95,"TRUE"
"COLS","SFIA",0,27.3385990585476,9.4,"TRUE"
"COLS","SHAY",0,11.2923149460826,2.9,"FALSE"
"COLS","SSAN",0,22.9697723817991,4.7,"TRUE"
"COLS","UCTY",0,15.0041586896262,3.5,"FALSE"
"COLS","WCRK",0,19.5128970534281,3.7,"FALSE"
"COLS","WDUB",0,16.4546725522278,3.65,"FALSE"
"COLS","WOAK",0,6.47304801440092,2.1,"FALSE"
"CONC","12TH",0,19.3082314077295,3.9,"FALSE"
"CONC","16TH",0,28.5798451721787,5.7,"TRUE"
"CONC","19TH",0,18.9857418980773,3.9,"FALSE"
"CONC","24TH",0,29.4657322088543,5.75,"TRUE"
"CONC","ASHB",0,19.2683424652898,3.9,"FALSE"
"CONC","BALB",0,32.0997631872442,5.95,"TRUE"
"CONC","BAYF",0,30.1608696066806,4.75,"FALSE"
"CONC","CAST",0,33.007228561018,5.05,"FALSE"
"CONC","CIVC",0,27.5305395786719,5.65,"TRUE"
"CONC","COLM",0,35.2037159830336,6.05,"TRUE"
"CONC","COLS",0,24.6578699473686,4.25,"FALSE"
"CONC","CONC",0,0,5.55,"FALSE"
"CONC","DALY",0,33.7139447157834,6.1,"TRUE"
"CONC","DBRK",0,20.4338443753995,3.9,"FALSE"
"CONC","DELN",0,25.3468983782215,4.3,"FALSE"
"CONC","DUBL",0,42.6380440278215,6.1,"FALSE"
"CONC","EMBR",0,26.2162077546887,5.65,"TRUE"
"CONC","FRMT",0,42.9226326364279,6.1,"FALSE"
"CONC","FTVL",0,22.5903925887282,4.05,"FALSE"
"CONC","GLEN",0,31.0500811155003,5.9,"TRUE"
"CONC","HAYW",0,32.9821224871371,5.05,"FALSE"
"CONC","LAFY",0,8.33952837942956,1.85,"FALSE"
"CONC","LAKE",0,19.8460919184293,3.9,"FALSE"
"CONC","MCAR",0,17.5653711549442,3.9,"FALSE"
"CONC","MLBR",0,42.5243832122978,6.8,"TRUE"
"CONC","MONT",0,26.578162238876,5.65,"TRUE"
"CONC","NBRK",0,21.3239256385335,4,"FALSE"
"CONC","NCON",0,2.05197395751928,1.85,"FALSE"
"CONC","ORIN",0,11.778658581387,1.85,"FALSE"
"CONC","PHIL",0,3.45501139515571,1.85,"FALSE"
"CONC","PITT",0,6.519219378056,1.85,"FALSE"
"CONC","PLZA",0,23.5041371005126,4.15,"FALSE"
"CONC","POWL",0,26.9970954333117,5.65,"TRUE"
"CONC","RICH",0,27.4552764911277,4.5,"FALSE"
"CONC","ROCK",0,16.165785296261,3.75,"FALSE"
"CONC","SANL",0,27.584495339543,4.55,"FALSE"
"CONC","SBRN",0,39.4498042905208,6.5,"TRUE"
"CONC","SFIA",0,41.4331119273677,10.95,"TRUE"
"CONC","SHAY",0,35.9501848934513,5.3,"FALSE"
"CONC","SSAN",0,37.0642852506192,6.25,"TRUE"
"CONC","UCTY",0,39.6620286369948,5.8,"FALSE"
"CONC","WCRK",0,5.14497289394037,1.85,"FALSE"
"CONC","WDUB",0,41.1125424995964,5.95,"FALSE"
"CONC","WOAK",0,20.567560883221,4.05,"FALSE"
"DALY","12TH",0,14.4057133080537,4.1,"TRUE"
"DALY","16TH",0,5.13409954360449,2.95,"FALSE"
"DALY","19TH",0,14.7282028177056,4.1,"TRUE"
"DALY","24TH",0,4.24821250692895,2.95,"FALSE"
"DALY","ASHB",0,17.8515448711844,4.3,"TRUE"
"DALY","BALB",0,1.61418152853917,2.95,"FALSE"
"DALY","BAYF",0,25.1224315062751,5.05,"TRUE"
"DALY","CAST",0,27.9687904606125,5.3,"TRUE"
"DALY","CIVC",0,6.18340513711108,3.15,"FALSE"
"DALY","COLM",0,1.48977126725022,3.1,"FALSE"
"DALY","COLS",0,19.6194318469631,4.55,"TRUE"
"DALY","CONC",0,33.7139447157833,6.1,"TRUE"
"DALY","DALY",0,0,5.55,"FALSE"
"DALY","DBRK",0,19.0170467812941,4.4,"TRUE"
"DALY","DELN",0,23.9301007841161,4.75,"TRUE"
"DALY","DUBL",0,37.599605927416,6.4,"TRUE"
"DALY","EMBR",0,7.49773696109447,3.15,"FALSE"
"DALY","FRMT",0,37.8841945360224,6.4,"TRUE"
"DALY","FTVL",0,17.5519544883227,4.35,"TRUE"
"DALY","GLEN",0,2.66386360028309,2.95,"FALSE"
"DALY","HAYW",0,27.9436843867316,5.3,"TRUE"
"DALY","LAFY",0,25.3744163363535,5.2,"TRUE"
"DALY","LAKE",0,14.8076538180238,4.1,"TRUE"
"DALY","MCAR",0,16.1485735608388,4.2,"TRUE"
"DALY","MLBR",0,8.81043849651435,3.8,"FALSE"
"DALY","MONT",0,7.13578247690717,3.15,"FALSE"
"DALY","NBRK",0,19.9071280444281,4.45,"TRUE"
"DALY","NCON",0,35.7659186733026,6.3,"TRUE"
"DALY","ORIN",0,21.9352861343961,4.85,"TRUE"
"DALY","PHIL",0,30.2589333206274,5.7,"TRUE"
"DALY","PITT",0,40.2331640938393,6.8,"TRUE"
"DALY","PLZA",0,22.0873395064072,4.6,"TRUE"
"DALY","POWL",0,6.71684928247129,3.15,"FALSE"
"DALY","RICH",0,26.0384788970223,5,"TRUE"
"DALY","ROCK",0,17.548159419522,4.3,"TRUE"
"DALY","SANL",0,22.5460572391376,4.8,"TRUE"
"DALY","SBRN",0,5.73585957473733,3.1,"FALSE"
"DALY","SFIA",0,7.71916721158428,7.9,"FALSE"
"DALY","SHAY",0,30.9117467930458,5.6,"TRUE"
"DALY","SSAN",0,3.35034053483577,3.1,"FALSE"
"DALY","UCTY",0,34.6235905365893,6.05,"TRUE"
"DALY","WCRK",0,28.5689718218426,5.55,"TRUE"
"DALY","WDUB",0,36.074104399191,6.2,"TRUE"
"DALY","WOAK",0,13.1463838325622,4,"TRUE"
"DBRK","12TH",0,4.61133347324068,1.85,"FALSE"
"DBRK","16TH",0,13.8829472376899,4,"TRUE"
"DBRK","19TH",0,4.28884396358851,1.85,"FALSE"
"DBRK","24TH",0,14.7688342743655,4.05,"TRUE"
"DBRK","ASHB",0,1.16550191010952,1.85,"FALSE"
"DBRK","BALB",0,17.4028652527554,4.25,"TRUE"
"DBRK","BAYF",0,15.4639716721918,3.25,"FALSE"
"DBRK","CAST",0,18.3103306265292,3.5,"FALSE"
"DBRK","CIVC",0,12.8336416441831,3.9,"TRUE"
"DBRK","COLM",0,20.5068180485448,4.35,"TRUE"
"DBRK","COLS",0,9.96097201287981,2.5,"FALSE"
"DBRK","CONC",0,20.4338443753999,3.9,"FALSE"
"DBRK","DALY",0,19.0170467812946,4.4,"TRUE"
"DBRK","DBRK",0,0,5.55,"FALSE"
"DBRK","DELN",0,4.91305400282197,1.85,"FALSE"
"DBRK","DUBL",0,27.9411460933327,4.55,"FALSE"
"DBRK","EMBR",0,11.5193098201999,3.9,"TRUE"
"DBRK","FRMT",0,28.2257347019391,4.6,"FALSE"
"DBRK","FTVL",0,7.89349465423941,2.2,"FALSE"
"DBRK","GLEN",0,16.3531831810115,4.2,"TRUE"
"DBRK","HAYW",0,18.2852245526483,3.5,"FALSE"
"DBRK","LAFY",0,12.09431599597,3,"FALSE"
"DBRK","LAKE",0,5.14919398394048,1.85,"FALSE"
"DBRK","MCAR",0,2.86847322045532,1.85,"FALSE"
"DBRK","MLBR",0,27.8274852778089,5.1,"TRUE"
"DBRK","MONT",0,11.8812643043872,3.9,"TRUE"
"DBRK","NBRK",0,0.890081263133921,1.85,"FALSE"
"DBRK","NCON",0,22.4858183329191,4.1,"FALSE"
"DBRK","ORIN",0,8.65518579401265,2.4,"FALSE"
"DBRK","PHIL",0,16.978832980244,3.55,"FALSE"
"DBRK","PITT",0,26.9530637534559,4.6,"FALSE"
"DBRK","PLZA",0,3.07029272511302,1.85,"FALSE"
"DBRK","POWL",0,12.3001974988229,3.9,"TRUE"
"DBRK","RICH",0,7.02143211572816,1.85,"FALSE"
"DBRK","ROCK",0,4.26805907913858,1.85,"FALSE"
"DBRK","SANL",0,12.8875974050542,3,"FALSE"
"DBRK","SBRN",0,24.7529063560319,4.75,"TRUE"
"DBRK","SFIA",0,26.7362139928789,9.25,"TRUE"
"DBRK","SHAY",0,21.2532869589624,3.8,"FALSE"
"DBRK","SSAN",0,22.3673873161304,4.55,"TRUE"
"DBRK","UCTY",0,24.965130702506,4.25,"FALSE"
"DBRK","WCRK",0,15.2888714814592,3.4,"FALSE"
"DBRK","WDUB",0,26.4156445651076,4.4,"FALSE"
"DBRK","WOAK",0,5.87066294873217,1.95,"FALSE"
"DELN","12TH",0,9.52438747606267,2.45,"FALSE"
"DELN","16TH",0,18.7960012405119,4.4,"TRUE"
"DELN","19TH",0,9.2018979664105,2.45,"FALSE"
"DELN","24TH",0,19.6818882771875,4.45,"TRUE"
"DELN","ASHB",0,6.07855591293151,1.85,"FALSE"
"DELN","BALB",0,22.3159192555774,4.65,"TRUE"
"DELN","BAYF",0,20.3770256750138,3.6,"FALSE"
"DELN","CAST",0,23.2233846293512,3.9,"FALSE"
"DELN","CIVC",0,17.7466956470051,4.3,"TRUE"
"DELN","COLM",0,25.4198720513668,4.75,"TRUE"
"DELN","COLS",0,14.8740260157018,3.1,"FALSE"
"DELN","CONC",0,25.3468983782219,4.3,"FALSE"
"DELN","DALY",0,23.9301007841166,4.75,"TRUE"
"DELN","DBRK",0,4.91305400282199,1.85,"FALSE"
"DELN","DELN",0,0,5.55,"FALSE"
"DELN","DUBL",0,32.8542000961546,4.95,"FALSE"
"DELN","EMBR",0,16.4323638230219,4.3,"TRUE"
"DELN","FRMT",0,33.1387887047611,5,"FALSE"
"DELN","FTVL",0,12.8065486570614,2.9,"FALSE"
"DELN","GLEN",0,21.2662371838335,4.6,"TRUE"
"DELN","HAYW",0,23.1982785554703,3.9,"FALSE"
"DELN","LAFY",0,17.007369998792,3.45,"FALSE"
"DELN","LAKE",0,10.0622479867625,2.45,"FALSE"
"DELN","MCAR",0,7.78152722327732,2.25,"FALSE"
"DELN","MLBR",0,32.7405392806309,5.5,"TRUE"
"DELN","MONT",0,16.7943183072092,4.3,"TRUE"
"DELN","NBRK",0,4.02297273968807,1.85,"FALSE"
"DELN","NCON",0,27.3988723357411,4.5,"FALSE"
"DELN","ORIN",0,13.5682397968346,3.1,"FALSE"
"DELN","PHIL",0,21.891886983066,3.9,"FALSE"
"DELN","PITT",0,31.8661177562779,5,"FALSE"
"DELN","PLZA",0,1.84276127770904,1.85,"FALSE"
"DELN","POWL",0,17.2132515016449,4.3,"TRUE"
"DELN","RICH",0,2.10837811290619,1.85,"FALSE"
"DELN","ROCK",0,9.18111308196057,2.3,"FALSE"
"DELN","SANL",0,17.8006514078762,3.4,"FALSE"
"DELN","SBRN",0,29.6659603588539,5.15,"TRUE"
"DELN","SFIA",0,31.6492679957009,9.65,"TRUE"
"DELN","SHAY",0,26.1663409617844,4.2,"FALSE"
"DELN","SSAN",0,27.2804413189524,4.9,"TRUE"
"DELN","UCTY",0,29.878184705328,4.65,"FALSE"
"DELN","WCRK",0,20.2019254842812,3.8,"FALSE"
"DELN","WDUB",0,31.3286985679296,4.8,"FALSE"
"DELN","WOAK",0,10.7837169515542,2.6,"FALSE"
"DUBL","12TH",0,23.3298126200919,4.25,"FALSE"
"DUBL","16TH",0,32.4655063838115,6,"TRUE"
"DUBL","19TH",0,23.6523021297439,4.25,"FALSE"
"DUBL","24TH",0,33.3513934204871,6.05,"TRUE"
"DUBL","ASHB",0,26.7756441832226,4.5,"FALSE"
"DUBL","BALB",0,35.9854243988769,6.25,"TRUE"
"DUBL","BAYF",0,12.4771744211409,1.85,"FALSE"
"DUBL","CAST",0,9.63081546680346,1.85,"FALSE"
"DUBL","CIVC",0,31.4162007903047,5.95,"TRUE"
"DUBL","COLM",0,39.0893771946664,6.35,"TRUE"
"DUBL","COLS",0,17.9801740804528,3.8,"FALSE"
"DUBL","CONC",0,42.6380440278216,6.1,"FALSE"
"DUBL","DALY",0,37.5996059274161,6.4,"TRUE"
"DUBL","DBRK",0,27.9411460933324,4.55,"FALSE"
"DUBL","DELN",0,32.8542000961544,4.95,"FALSE"
"DUBL","DUBL",0,0,5.55,"FALSE"
"DUBL","EMBR",0,30.1018689663214,5.95,"TRUE"
"DUBL","FRMT",0,25.2389374508882,4.65,"FALSE"
"DUBL","FTVL",0,20.0476514390931,4,"FALSE"
"DUBL","GLEN",0,34.935742327133,6.2,"TRUE"
"DUBL","HAYW",0,15.2984273015974,3.6,"FALSE"
"DUBL","LAFY",0,34.2985156483917,5.2,"FALSE"
"DUBL","LAKE",0,22.791952109392,4.25,"FALSE"
"DUBL","MCAR",0,25.072672872877,4.35,"FALSE"
"DUBL","MLBR",0,46.4100444239305,7.1,"TRUE"
"DUBL","MONT",0,30.4638234505087,5.95,"TRUE"
"DUBL","NBRK",0,28.8312273564663,4.6,"FALSE"
"DUBL","NCON",0,44.6900179853409,6.3,"FALSE"
"DUBL","ORIN",0,30.8593854464343,4.85,"FALSE"
"DUBL","PHIL",0,39.1830326326657,5.7,"FALSE"
"DUBL","PITT",0,49.1572634058776,6.8,"FALSE"
"DUBL","PLZA",0,31.0114388184454,4.8,"FALSE"
"DUBL","POWL",0,30.8827566449444,5.95,"TRUE"
"DUBL","RICH",0,34.9625782090606,5.15,"FALSE"
"DUBL","ROCK",0,26.4722587315603,4.35,"FALSE"
"DUBL","SANL",0,15.0535486882783,3.55,"FALSE"
"DUBL","SBRN",0,43.3354655021535,6.8,"TRUE"
"DUBL","SFIA",0,45.3187731390004,11.25,"TRUE"
"DUBL","SHAY",0,18.2664897079115,3.85,"FALSE"
"DUBL","SSAN",0,40.9499464622519,6.55,"TRUE"
"DUBL","UCTY",0,21.9783334514551,4.35,"FALSE"
"DUBL","WCRK",0,37.4930711338809,5.55,"FALSE"
"DUBL","WDUB",0,1.52550152822505,1.85,"FALSE"
"DUBL","WOAK",0,24.4532220948537,4.35,"FALSE"
"EMBR","12TH",0,6.90797634695919,3.3,"TRUE"
"EMBR","16TH",0,2.36363741749003,1.85,"FALSE"
"EMBR","19TH",0,7.23046585661117,3.3,"TRUE"
"EMBR","24TH",0,3.24952445416563,1.85,"FALSE"
"EMBR","ASHB",0,10.3538079100899,3.75,"TRUE"
"EMBR","BALB",0,5.8835554325555,1.9,"FALSE"
"EMBR","BAYF",0,17.6246945451806,4.6,"TRUE"
"EMBR","CAST",0,20.4710534995181,4.85,"TRUE"
"EMBR","CIVC",0,1.31433182398323,1.85,"FALSE"
"EMBR","COLM",0,8.98750822834493,3.5,"FALSE"
"EMBR","COLS",0,12.1216948858687,4.05,"TRUE"
"EMBR","CONC",0,26.2162077546888,5.65,"TRUE"
"EMBR","DALY",0,7.49773696109471,3.15,"FALSE"
"EMBR","DBRK",0,11.5193098201997,3.9,"TRUE"
"EMBR","DELN",0,16.4323638230216,4.3,"TRUE"
"EMBR","DUBL",0,30.1018689663215,5.95,"TRUE"
"EMBR","EMBR",0,0,5.55,"FALSE"
"EMBR","FRMT",0,30.386457574928,5.95,"TRUE"
"EMBR","FTVL",0,10.0542175272283,3.75,"TRUE"
"EMBR","GLEN",0,4.83387336081161,1.85,"FALSE"
"EMBR","HAYW",0,20.4459474256372,4.85,"TRUE"
"EMBR","LAFY",0,17.876679375259,4.75,"TRUE"
"EMBR","LAKE",0,7.30991685692935,3.3,"TRUE"
"EMBR","MCAR",0,8.65083659974429,3.5,"TRUE"
"EMBR","MLBR",0,16.3081754576091,4.5,"FALSE"
"EMBR","MONT",0,0.361954484187291,1.85,"FALSE"
"EMBR","NBRK",0,12.4093910833336,4,"TRUE"
"EMBR","NCON",0,28.2681817122081,5.8,"TRUE"
"EMBR","ORIN",0,14.4375491733016,4.4,"TRUE"
"EMBR","PHIL",0,22.761196359533,5.25,"TRUE"
"EMBR","PITT",0,32.7354271327448,6.3,"TRUE"
"EMBR","PLZA",0,14.5896025453127,4.15,"TRUE"
"EMBR","POWL",0,0.780887678623018,1.85,"FALSE"
"EMBR","RICH",0,18.5407419359278,4.5,"TRUE"
"EMBR","ROCK",0,10.0504224584275,3.75,"TRUE"
"EMBR","SANL",0,15.0483202780431,4.35,"TRUE"
"EMBR","SBRN",0,13.233596535832,4.15,"FALSE"
"EMBR","SFIA",0,15.216904172679,8.65,"FALSE"
"EMBR","SHAY",0,23.4140098319513,5.15,"TRUE"
"EMBR","SSAN",0,10.8480774959305,3.8,"FALSE"
"EMBR","UCTY",0,27.1258535754949,5.6,"TRUE"
"EMBR","WCRK",0,21.0712348607482,5.1,"TRUE"
"EMBR","WDUB",0,28.5763674380965,5.75,"TRUE"
"EMBR","WOAK",0,5.6486468714677,3.1,"TRUE"
"FRMT","12TH",0,23.6144012286983,4.3,"FALSE"
"FRMT","16TH",0,32.7500949924178,6,"TRUE"
"FRMT","19TH",0,23.9368907383503,4.3,"FALSE"
"FRMT","24TH",0,33.6359820290934,6.05,"TRUE"
"FRMT","ASHB",0,27.060232791829,4.5,"FALSE"
"FRMT","BALB",0,36.2700130074833,6.3,"TRUE"
"FRMT","BAYF",0,12.7617630297472,1.85,"FALSE"
"FRMT","CAST",0,15.6081219840847,3.6,"FALSE"
"FRMT","CIVC",0,31.700789398911,5.95,"TRUE"
"FRMT","COLM",0,39.3739658032727,6.35,"TRUE"
"FRMT","COLS",0,18.2647626890592,3.85,"FALSE"
"FRMT","CONC",0,42.9226326364279,6.1,"FALSE"
"FRMT","DALY",0,37.8841945360225,6.4,"TRUE"
"FRMT","DBRK",0,28.2257347019388,4.6,"FALSE"
"FRMT","DELN",0,33.1387887047607,5,"FALSE"
"FRMT","DUBL",0,25.2389374508881,4.65,"FALSE"
"FRMT","EMBR",0,30.3864575749278,5.95,"TRUE"
"FRMT","FRMT",0,0,5.55,"FALSE"
"FRMT","FTVL",0,20.3322400476994,4.05,"FALSE"
"FRMT","GLEN",0,35.2203309357394,6.2,"TRUE"
"FRMT","HAYW",0,9.94051014929088,1.85,"FALSE"
"FRMT","LAFY",0,34.5831042569981,5.25,"FALSE"
"FRMT","LAKE",0,23.0765407179984,4.3,"FALSE"
"FRMT","MCAR",0,25.3572614814834,4.35,"FALSE"
"FRMT","MLBR",0,46.6946330325369,7.1,"TRUE"
"FRMT","MONT",0,30.7484120591151,5.95,"TRUE"
"FRMT","NBRK",0,29.1158159650727,4.6,"FALSE"
"FRMT","NCON",0,44.9746065939472,6.3,"FALSE"
"FRMT","ORIN",0,31.1439740550407,4.85,"FALSE"
"FRMT","PHIL",0,39.4676212412721,5.7,"FALSE"
"FRMT","PITT",0,49.4418520144839,6.8,"FALSE"
"FRMT","PLZA",0,31.2960274270518,4.8,"FALSE"
"FRMT","POWL",0,31.1673452535508,5.95,"TRUE"
"FRMT","RICH",0,35.2471668176669,5.15,"FALSE"
"FRMT","ROCK",0,26.7568473401666,4.35,"FALSE"
"FRMT","SANL",0,15.3381372968846,3.55,"FALSE"
"FRMT","SBRN",0,43.6200541107598,6.8,"TRUE"
"FRMT","SFIA",0,45.6033617476068,11.25,"TRUE"
"FRMT","SHAY",0,6.97244774297668,1.85,"FALSE"
"FRMT","SSAN",0,41.2345350708583,6.55,"TRUE"
"FRMT","UCTY",0,3.26060399943308,1.85,"FALSE"
"FRMT","WCRK",0,37.7776597424873,5.6,"FALSE"
"FRMT","WDUB",0,23.7134359226631,4.5,"FALSE"
"FRMT","WOAK",0,24.7378107034601,4.4,"FALSE"
"FTVL","12TH",0,3.28216118099885,1.85,"FALSE"
"FTVL","16TH",0,12.4178549447184,3.9,"TRUE"
"FTVL","19TH",0,3.60465069065082,1.85,"FALSE"
"FTVL","24TH",0,13.303741981394,4,"TRUE"
"FTVL","ASHB",0,6.72799274412956,2.05,"FALSE"
"FTVL","BALB",0,15.9377729597839,4.25,"TRUE"
"FTVL","BAYF",0,7.57047701795235,2.35,"FALSE"
"FTVL","CAST",0,10.4168359722898,2.75,"FALSE"
"FTVL","CIVC",0,11.3685493512116,3.75,"TRUE"
"FTVL","COLM",0,19.0417257555733,4.3,"TRUE"
"FTVL","COLS",0,2.0674773586404,1.85,"FALSE"
"FTVL","CONC",0,22.5903925887285,4.05,"FALSE"
"FTVL","DALY",0,17.5519544883231,4.35,"TRUE"
"FTVL","DBRK",0,7.89349465423932,2.2,"FALSE"
"FTVL","DELN",0,12.8065486570613,2.9,"FALSE"
"FTVL","DUBL",0,20.0476514390933,4,"FALSE"
"FTVL","EMBR",0,10.0542175272284,3.75,"TRUE"
"FTVL","FRMT",0,20.3322400476997,4.05,"FALSE"
"FTVL","FTVL",0,0,5.55,"FALSE"
"FTVL","GLEN",0,14.88809088804,4.15,"TRUE"
"FTVL","HAYW",0,10.3917298984089,2.75,"FALSE"
"FTVL","LAFY",0,14.2508642092986,3.2,"FALSE"
"FTVL","LAKE",0,2.74430067029897,1.85,"FALSE"
"FTVL","MCAR",0,5.02502143378395,1.85,"FALSE"
"FTVL","MLBR",0,26.3623929848374,5.05,"TRUE"
"FTVL","MONT",0,10.4161720114156,3.75,"TRUE"
"FTVL","NBRK",0,8.78357591737325,2.35,"FALSE"
"FTVL","NCON",0,24.6423665462478,4.25,"FALSE"
"FTVL","ORIN",0,10.8117340073413,2.65,"FALSE"
"FTVL","PHIL",0,19.1353811935726,3.65,"FALSE"
"FTVL","PITT",0,29.1096119667845,4.75,"FALSE"
"FTVL","PLZA",0,10.9637873793523,2.65,"FALSE"
"FTVL","POWL",0,10.8351052058514,3.75,"TRUE"
"FTVL","RICH",0,14.9149267699675,3.1,"FALSE"
"FTVL","ROCK",0,6.4246072924672,1.9,"FALSE"
"FTVL","SANL",0,4.99410275081481,1.85,"FALSE"
"FTVL","SBRN",0,23.2878140630604,4.75,"TRUE"
"FTVL","SFIA",0,25.2711216999073,9.2,"TRUE"
"FTVL","SHAY",0,13.359792304723,3.2,"FALSE"
"FTVL","SSAN",0,20.9022950231588,4.5,"TRUE"
"FTVL","UCTY",0,17.0716360482666,3.7,"FALSE"
"FTVL","WCRK",0,17.4454196947878,3.55,"FALSE"
"FTVL","WDUB",0,18.5221499108682,3.85,"FALSE"
"FTVL","WOAK",0,4.40557065576064,1.85,"FALSE"
"GLEN","12TH",0,11.7418497077706,3.85,"TRUE"
"GLEN","16TH",0,2.4702359433214,1.85,"FALSE"
"GLEN","19TH",0,12.0643392174225,3.85,"TRUE"
"GLEN","24TH",0,1.58434890664586,1.85,"FALSE"
"GLEN","ASHB",0,15.1876812709013,4.1,"TRUE"
"GLEN","BALB",0,1.04968207174389,1.85,"FALSE"
"GLEN","BAYF",0,22.458567905992,4.85,"TRUE"
"GLEN","CAST",0,25.3049268603295,5.15,"TRUE"
"GLEN","CIVC",0,3.51954153682799,1.85,"FALSE"
"GLEN","COLM",0,4.15363486753332,3.1,"FALSE"
"GLEN","COLS",0,16.9555682466801,4.35,"TRUE"
"GLEN","CONC",0,31.0500811155002,5.9,"TRUE"
"GLEN","DALY",0,2.6638636002831,2.95,"FALSE"
"GLEN","DBRK",0,16.353183181011,4.2,"TRUE"
"GLEN","DELN",0,21.266237183833,4.6,"TRUE"
"GLEN","DUBL",0,34.9357423271329,6.2,"TRUE"
"GLEN","EMBR",0,4.83387336081138,1.85,"FALSE"
"GLEN","FRMT",0,35.2203309357393,6.2,"TRUE"
"GLEN","FTVL",0,14.8880908880397,4.15,"TRUE"
"GLEN","GLEN",0,0,5.55,"FALSE"
"GLEN","HAYW",0,25.2798207864485,5.1,"TRUE"
"GLEN","LAFY",0,22.7105527360704,5,"TRUE"
"GLEN","LAKE",0,12.1437902177407,3.85,"TRUE"
"GLEN","MCAR",0,13.4847099605557,4,"TRUE"
"GLEN","MLBR",0,11.4743020967975,4.15,"FALSE"
"GLEN","MONT",0,4.47191887662408,1.85,"FALSE"
"GLEN","NBRK",0,17.243264444145,4.25,"TRUE"
"GLEN","NCON",0,33.1020550730195,6.1,"TRUE"
"GLEN","ORIN",0,19.271422534113,4.65,"TRUE"
"GLEN","PHIL",0,27.5950697203443,5.5,"TRUE"
"GLEN","PITT",0,37.5693004935562,6.6,"TRUE"
"GLEN","PLZA",0,19.4234759061241,4.45,"TRUE"
"GLEN","POWL",0,4.0529856821882,1.85,"FALSE"
"GLEN","RICH",0,23.3746152967392,4.8,"TRUE"
"GLEN","ROCK",0,14.8842958192389,4.1,"TRUE"
"GLEN","SANL",0,19.8821936388545,4.65,"TRUE"
"GLEN","SBRN",0,8.39972317502043,3.65,"FALSE"
"GLEN","SFIA",0,10.3830308118674,8.25,"FALSE"
"GLEN","SHAY",0,28.2478831927627,5.4,"TRUE"
"GLEN","SSAN",0,6.01420413511887,3.3,"FALSE"
"GLEN","UCTY",0,31.9597269363062,5.9,"TRUE"
"GLEN","WCRK",0,25.9051082215595,5.35,"TRUE"
"GLEN","WDUB",0,33.4102407989079,6.05,"TRUE"
"GLEN","WOAK",0,10.4825202322791,3.65,"TRUE"
"HAYW","12TH",0,13.6738910794074,3.2,"FALSE"
"HAYW","16TH",0,22.8095848431269,4.95,"TRUE"
"HAYW","19TH",0,13.9963805890594,3.2,"FALSE"
"HAYW","24TH",0,23.6954718798025,5,"TRUE"
"HAYW","ASHB",0,17.1197226425381,3.4,"FALSE"
"HAYW","BALB",0,26.3295028581924,5.2,"TRUE"
"HAYW","BAYF",0,2.82125288045635,1.85,"FALSE"
"HAYW","CAST",0,5.66761183479381,1.85,"FALSE"
"HAYW","CIVC",0,21.7602792496201,4.85,"TRUE"
"HAYW","COLM",0,29.4334556539818,5.3,"TRUE"
"HAYW","COLS",0,8.32425253976828,2.45,"FALSE"
"HAYW","CONC",0,32.9821224871371,5.05,"FALSE"
"HAYW","DALY",0,27.9436843867316,5.3,"TRUE"
"HAYW","DBRK",0,18.2852245526479,3.5,"FALSE"
"HAYW","DELN",0,23.1982785554699,3.9,"FALSE"
"HAYW","DUBL",0,15.2984273015973,3.6,"FALSE"
"HAYW","EMBR",0,20.4459474256369,4.85,"TRUE"
"HAYW","FRMT",0,9.94051014929081,1.85,"FALSE"
"HAYW","FTVL",0,10.3917298984086,2.75,"FALSE"
"HAYW","GLEN",0,25.2798207864485,5.1,"TRUE"
"HAYW","HAYW",0,0,5.55,"FALSE"
"HAYW","LAFY",0,24.6425941077072,4.15,"FALSE"
"HAYW","LAKE",0,13.1360305687075,3.2,"FALSE"
"HAYW","MCAR",0,15.4167513321925,3.3,"FALSE"
"HAYW","MLBR",0,36.754122883246,6.05,"TRUE"
