Station Pair ID,From,To,Miles, Fare ,Self,Airport,FromBaySide,ToBaySide,TransBay,SanMateo
402,Coliseum,El Cerrito Plaza,15.3,2.8,0,0,E,E,0,0
403,Coliseum,Embarcadero,15.77,3.85,0,0,E,W,1,0
404,Coliseum,Fremont,22.93,3.65,0,0,E,E,0,0
405,Coliseum,Fruitvale,2.2,1.75,0,0,E,E,0,0
406,Coliseum,Glen Park,20.68,4.1,0,0,E,W,1,0
407,Coliseum,Hayward,10.44,2.35,0,0,E,E,0,0
408,Coliseum,Lafayette,18.75,3.2,0,0,E,E,0,0
409,Coliseum,Lake Merritt,5.54,1.75,0,0,E,E,0,0
410,Coliseum,MacArthur,8.29,2.05,0,0,E,E,0,0
411,Coliseum,Millbrae,30.32,5,0,0,E,W,1,1
412,Coliseum,Montgomery,16.24,3.85,0,0,E,W,1,0
413,Coliseum,North Berkeley,13.59,2.5,0,0,E,E,0,0
414,Coliseum,North Concord,30.29,4.25,0,0,E,E,0,0
415,Coliseum,Orinda,15.04,2.85,0,0,E,E,0,0
416,Coliseum,Pittsburg/Bay Pt,34.78,4.7,0,0,E,E,0,0
417,Coliseum,Pleasant Hill,23.62,3.65,0,0,E,E,0,0
418,Coliseum,Powell,16.23,3.85,0,0,E,W,1,0
419,Coliseum,Richmond,18.17,3.15,0,0,E,E,0,0
420,Coliseum,Rockridge,9.81,2.1,0,0,E,E,0,0
421,Coliseum,San Bruno,27.84,4.7,0,0,E,W,1,1
422,Coliseum,SFIA,28.74,8.95,0,1,E,W,1,0
423,Coliseum,San Leandro,3.11,1.75,0,0,E,E,0,0
424,Coliseum,South Hayward,13.79,2.75,0,0,E,E,0,0
425,Coliseum,South SF,27.17,4.45,0,0,E,W,1,1
426,Coliseum,Union City,17.17,3.35,0,0,E,E,0,0
427,Coliseum,Walnut Creek,21.95,3.55,0,0,E,E,0,0
428,Coliseum,West Dublin,19.36,3.5,0,0,E,E,0,0
429,Coliseum,West Oakland,8.07,2,0,0,E,E,0,0
430,Colma,12th St.,19.7,3.85,0,0,W,E,1,1
431,Colma,16th St.,7.3,3.15,0,0,W,W,0,1
432,Colma,19th St.,19.17,3.85,0,0,W,E,1,1
433,Colma,24th St.,6.41,3.05,0,0,W,W,0,1
434,Colma,Ashby,19.6,4.05,0,0,W,E,1,1
435,Colma,Balboa Park,3.52,2.95,0,0,W,W,0,1
436,Colma,Bay Fair,33.24,4.75,0,0,W,E,1,1
437,Colma,Castro Valley,33.84,5.05,0,0,W,E,1,1
438,Colma,Civic Center,9.6,3.3,0,0,W,W,0,1
439,Colma,Coliseum,25.24,4.3,0,0,W,E,1,1
440,Colma,Concord,37.98,5.75,0,0,W,E,1,1
441,Colma,Daly City,1.91,2.95,0,0,W,W,0,1
442,Colma,Berkeley,21.29,4.15,0,0,W,E,1,1
443,Colma,Dublin/Pleasanton,43.8,6.05,0,0,W,E,1,1
444,Colma,El Cerrito del Norte,23.82,4.5,0,0,W,E,1,1
445,Colma,El Cerrito Plaza,22.5,4.35,0,0,W,E,1,1
446,Colma,Embarcadero,11.15,3.3,0,0,W,W,0,1
447,Colma,Fremont,40.49,6.05,0,0,W,E,1,1
448,Colma,Fruitvale,22.94,4.1,0,0,W,E,1,1
449,Colma,Glen Park,5.18,2.95,0,0,W,W,0,1
450,Colma,Hayward,30.79,5.05,0,0,W,E,1,1
451,Colma,Lafayette,28.89,4.9,0,0,W,E,1,1
452,Colma,Lake Merritt,20.62,3.85,0,0,W,E,1,1
453,Colma,MacArthur,18.23,3.95,0,0,W,E,1,1
454,Colma,Millbrae,9.67,3.45,0,0,W,W,0,1
455,Colma,Montgomery,10.48,3.3,0,0,W,W,0,1
456,Colma,North Berkeley,20.8,4.2,0,0,W,E,1,1
457,Colma,North Concord,40.44,5.95,0,0,W,E,1,1
458,Colma,Orinda,25.19,4.55,0,0,W,E,1,1
459,Colma,Pittsburg/Bay Pt,44.92,6.4,0,0,W,E,1,1
460,Colma,Pleasant Hill,33.77,5.4,0,0,W,E,1,1
461,Colma,Powell,10.01,3.3,0,0,W,W,0,1
462,Colma,Richmond,25.37,4.7,0,0,W,E,1,1
463,Colma,Rockridge,19.96,4.05,0,0,W,E,1,1
464,Colma,San Bruno,4.78,2.95,0,0,W,W,0,1
465,Colma,SFIA,9.04,7.3,0,1,W,W,0,0
466,Colma,San Leandro,28.37,4.55,0,0,W,E,1,1
467,Colma,South Hayward,31.35,5.3,0,0,W,E,1,1
468,Colma,South SF,2.22,2.95,0,0,W,W,0,1
469,Colma,Union City,34.73,5.75,0,0,W,E,1,1
470,Colma,Walnut Creek,32.1,5.25,0,0,W,E,1,1
471,Colma,West Dublin,42.6,5.9,0,0,W,E,1,1
472,Colma,West Oakland,18.07,3.8,0,0,W,E,1,1
473,Concord,12th St.,21.86,3.7,0,0,E,E,0,0
474,Concord,16th St.,30.59,5.4,0,0,E,W,1,0
475,Concord,19th St.,21.33,3.7,0,0,E,E,0,0
476,Concord,24th St.,31.73,5.45,0,0,E,W,1,0
477,Concord,Ashby,20.09,3.7,0,0,E,E,0,0
478,Concord,Balboa Park,34.34,5.65,0,0,E,W,1,0
479,Concord,Bay Fair,35.26,4.55,0,0,E,E,0,0
480,Concord,Castro Valley,31.49,4.8,0,0,E,E,0,0
481,Concord,Civic Center,29.3,5.35,0,0,E,W,1,0
482,Concord,Coliseum,28.03,4.05,0,0,E,E,0,0
483,Concord,Colma,37.31,5.75,0,0,E,W,1,1
484,Concord,Daly City,36.38,5.8,0,0,E,W,1,1
485,Concord,Berkeley,21.06,3.75,0,0,E,E,0,0
486,Concord,Dublin/Pleasanton,24.35,5.8,0,0,E,E,0,0
487,Concord,El Cerrito del Norte,25.33,4.1,0,0,E,E,0,0
488,Concord,El Cerrito Plaza,27.69,3.95,0,0,E,E,0,0
489,Concord,Embarcadero,28.56,5.35,0,0,E,W,1,0
490,Concord,Fremont,39.91,5.8,0,0,E,E,0,0
491,Concord,Fruitvale,25.73,3.85,0,0,E,E,0,0
492,Concord,Glen Park,33.47,5.6,0,0,E,W,1,0
493,Concord,Hayward,33.1,4.8,0,0,E,E,0,0
494,Concord,Lafayette,9.69,1.75,0,0,E,E,0,0
495,Concord,Lake Merritt,22.78,3.7,0,0,E,E,0,0
496,Concord,MacArthur,19.73,3.7,0,0,E,E,0,0
497,Concord,Millbrae,42.06,6.45,0,0,E,W,1,1
498,Concord,Montgomery,29.03,5.35,0,0,E,W,1,0
499,Concord,North Berkeley,25.59,3.8,0,0,E,E,0,0
500,Concord,North Concord,2.83,1.75,0,0,E,E,0,0
501,Concord,Orinda,13.63,1.75,0,0,E,E,0,0
502,Concord,Pittsburg/Bay Pt,7.81,1.75,0,0,E,E,0,0
503,Concord,Pleasant Hill,4.89,1.75,0,0,E,E,0,0
504,Concord,Powell,29.02,5.35,0,0,E,W,1,0
505,Concord,Richmond,25.64,4.3,0,0,E,E,0,0
506,Concord,Rockridge,18.12,3.55,0,0,E,E,0,0
507,Concord,San Bruno,40.63,6.15,0,0,E,W,1,1
508,Concord,SFIA,41.53,10.4,0,1,E,W,1,0
509,Concord,San Leandro,31.16,4.3,0,0,E,E,0,0
510,Concord,South Hayward,41.49,5.05,0,0,E,E,0,0
511,Concord,South SF,39.96,5.95,0,0,E,W,1,1
512,Concord,Union City,41.31,5.5,0,0,E,E,0,0
513,Concord,Walnut Creek,6.37,1.75,0,0,E,E,0,0
514,Concord,West Dublin,22.9,5.65,0,0,E,E,0,0
515,Concord,West Oakland,22.84,3.85,0,0,E,E,0,0
516,Daly City,12th St.,18.23,3.85,0,0,W,E,1,1
517,Daly City,16th St.,5.83,2.8,0,0,W,W,0,1
518,Daly City,19th St.,17.7,3.85,0,0,W,E,1,1
519,Daly City,24th St.,4.94,2.8,0,0,W,W,0,1
520,Daly City,Ashby,18.12,4.05,0,0,W,E,1,1
521,Daly City,Balboa Park,2.05,2.8,0,0,W,W,0,1
522,Daly City,Bay Fair,30.16,4.8,0,0,W,E,1,1
523,Daly City,Castro Valley,32.37,5.05,0,0,W,E,1,1
524,Daly City,Civic Center,8.13,3,0,0,W,W,0,1
525,Daly City,Coliseum,23.76,4.3,0,0,W,E,1,1
526,Daly City,Colma,2.02,2.95,0,0,W,W,0,1
527,Daly City,Concord,36.5,5.8,0,0,W,E,1,1
528,Daly City,Berkeley,19.82,4.15,0,0,W,E,1,1
529,Daly City,Dublin/Pleasanton,42.32,6.05,0,0,W,E,1,1
530,Daly City,El Cerrito del Norte,22.35,4.55,0,0,W,E,1,1
531,Daly City,El Cerrito Plaza,21.03,4.4,0,0,W,E,1,1
532,Daly City,Embarcadero,9.67,3,0,0,W,W,0,1
533,Daly City,Fremont,41.76,6.1,0,0,W,E,1,1
534,Daly City,Fruitvale,21.47,4.15,0,0,W,E,1,1
535,Daly City,Glen Park,3.7,2.8,0,0,W,W,0,1
536,Daly City,Hayward,32.05,5.05,0,0,W,E,1,1
537,Daly City,Lafayette,27.42,4.95,0,0,W,E,1,1
538,Daly City,Lake Merritt,19.15,3.85,0,0,W,E,1,1
539,Daly City,MacArthur,16.76,3.95,0,0,W,E,1,1
540,Daly City,Millbrae,10.94,3.6,0,0,W,W,0,1
541,Daly City,Montgomery,9.01,3,0,0,W,W,0,1
542,Daly City,North Berkeley,19.33,4.2,0,0,W,E,1,1
543,Daly City,North Concord,38.97,5.95,0,0,W,E,1,1
544,Daly City,Orinda,23.71,4.6,0,0,W,E,1,1
545,Daly City,Pittsburg/Bay Pt,43.45,6.45,0,0,W,E,1,1
546,Daly City,Pleasant Hill,32.29,5.4,0,0,W,E,1,1
547,Daly City,Powell,8.54,3,0,0,W,W,0,1
548,Daly City,Richmond,23.9,4.75,0,0,W,E,1,1
549,Daly City,Rockridge,18.48,4.1,0,0,W,E,1,1
550,Daly City,San Bruno,7.77,2.95,0,0,W,W,0,1
551,Daly City,SFIA,10.31,7.5,0,1,W,W,0,0
552,Daly City,San Leandro,26.9,4.55,0,0,W,E,1,1
553,Daly City,South Hayward,32.62,5.3,0,0,W,E,1,1
554,Daly City,South SF,3.99,2.95,0,0,W,W,0,1
555,Daly City,Union City,35.99,5.75,0,0,W,E,1,1
556,Daly City,Walnut Creek,30.63,5.25,0,0,W,E,1,1
557,Daly City,West Dublin,41.13,5.9,0,0,W,E,1,1
558,Daly City,West Oakland,16.59,3.8,0,0,W,E,1,1
559,Berkeley,12th St.,5.15,1.75,0,0,E,E,0,0
560,Berkeley,16th St.,13.56,3.8,0,0,E,W,1,0
561,Berkeley,19th St.,4.62,1.75,0,0,E,E,0,0
562,Berkeley,24th St.,14.7,3.85,0,0,E,W,1,0
563,Berkeley,Ashby,1.2,1.75,0,0,E,E,0,0
564,Berkeley,Balboa Park,17.31,4.05,0,0,E,W,1,0
565,Berkeley,Bay Fair,16.99,3.05,0,0,E,E,0,0
566,Berkeley,Castro Valley,19.2,3.35,0,0,E,E,0,0
567,Berkeley,Civic Center,12.27,3.7,0,0,E,W,1,0
568,Berkeley,Coliseum,11.32,2.4,0,0,E,E,0,0
569,Berkeley,Colma,20.28,4.15,0,0,E,W,1,1
570,Berkeley,Concord,20.98,3.75,0,0,E,E,0,0
571,Berkeley,Daly City,19.35,4.15,0,0,E,W,1,1
572,Berkeley,Dublin/Pleasanton,29.15,4.35,0,0,E,E,0,0
573,Berkeley,El Cerrito del Norte,6.78,1.75,0,0,E,E,0,0
574,Berkeley,El Cerrito Plaza,3.73,1.75,0,0,E,E,0,0
575,Berkeley,Embarcadero,11.53,3.7,0,0,E,W,1,0
576,Berkeley,Fremont,32.37,4.35,0,0,E,E,0,0
577,Berkeley,Fruitvale,9.02,2.1,0,0,E,E,0,0
578,Berkeley,Glen Park,16.44,4,0,0,E,W,1,0
579,Berkeley,Hayward,19.63,3.3,0,0,E,E,0,0
580,Berkeley,Lafayette,11.9,2.85,0,0,E,E,0,0
581,Berkeley,Lake Merritt,6.07,1.75,0,0,E,E,0,0
582,Berkeley,MacArthur,3.07,1.75,0,0,E,E,0,0
583,Berkeley,Millbrae,25.03,4.85,0,0,E,W,1,1
584,Berkeley,Montgomery,12,3.7,0,0,E,W,1,0
585,Berkeley,North Berkeley,1.38,1.75,0,0,E,E,0,0
586,Berkeley,North Concord,23.45,3.9,0,0,E,E,0,0
587,Berkeley,Orinda,8.19,2.3,0,0,E,E,0,0
588,Berkeley,Pittsburg/Bay Pt,27.93,4.4,0,0,E,E,0,0
589,Berkeley,Pleasant Hill,16.77,3.35,0,0,E,E,0,0
590,Berkeley,Powell,11.99,3.7,0,0,E,W,1,0
591,Berkeley,Richmond,8.33,1.75,0,0,E,E,0,0
592,Berkeley,Rockridge,2.73,1.75,0,0,E,E,0,0
593,Berkeley,San Bruno,23.6,4.55,0,0,E,W,1,1
594,Berkeley,SFIA,24.5,8.8,0,1,E,W,1,0
595,Berkeley,San Leandro,14.45,2.8,0,0,E,E,0,0
596,Berkeley,South Hayward,23.23,3.6,0,0,E,E,0,0
597,Berkeley,South SF,22.93,4.3,0,0,E,W,1,1
598,Berkeley,Union City,26.61,4.05,0,0,E,E,0,0
599,Berkeley,Walnut Creek,15.11,3.2,0,0,E,E,0,0
600,Berkeley,West Dublin,27.96,4.2,0,0,E,E,0,0
601,Berkeley,West Oakland,6.59,1.85,0,0,E,E,0,0
602,Dublin/Pleasanton,12th St.,25.1,4.05,0,0,E,E,0,0
603,Dublin/Pleasanton,16th St.,36.76,5.7,0,0,E,W,1,0
604,Dublin/Pleasanton,19th St.,27.36,4.05,0,0,E,E,0,0
605,Dublin/Pleasanton,24th St.,37.89,5.75,0,0,E,W,1,0
606,Dublin/Pleasanton,Ashby,28.14,4.25,0,0,E,E,0,0
607,Dublin/Pleasanton,Balboa Park,40.5,5.95,0,0,E,W,1,0
608,Dublin/Pleasanton,Bay Fair,14.33,1.75,0,0,E,E,0,0
609,Dublin/Pleasanton,Castro Valley,10.56,1.75,0,0,E,E,0,0
610,Dublin/Pleasanton,Civic Center,35.47,5.65,0,0,E,W,1,0
611,Dublin/Pleasanton,Coliseum,19.68,3.65,0,0,E,E,0,0
612,Dublin/Pleasanton,Colma,43.48,6.05,0,0,E,W,1,1
613,Dublin/Pleasanton,Concord,24.53,5.8,0,0,E,E,0,0
614,Dublin/Pleasanton,Daly City,42.55,6.05,0,0,E,W,1,1
615,Dublin/Pleasanton,Berkeley,29.33,4.35,0,0,E,E,0,0
616,Dublin/Pleasanton,El Cerrito del Norte,34.78,5.65,0,0,E,E,0,0
617,Dublin/Pleasanton,El Cerrito Plaza,33.46,4.55,0,0,E,E,0,0
618,Dublin/Pleasanton,Embarcadero,34.73,5.65,0,0,E,W,1,0
619,Dublin/Pleasanton,Fremont,18.37,4.45,0,0,E,E,0,0
620,Dublin/Pleasanton,Fruitvale,22.49,3.8,0,0,E,E,0,0
621,Dublin/Pleasanton,Glen Park,39.64,5.9,0,0,E,W,1,0
622,Dublin/Pleasanton,Hayward,12.17,3.4,0,0,E,E,0,0
623,Dublin/Pleasanton,Lafayette,20.93,4.95,0,0,E,E,0,0
624,Dublin/Pleasanton,Lake Merritt,24.63,4.05,0,0,E,E,0,0
625,Dublin/Pleasanton,MacArthur,26.9,4.15,0,0,E,E,0,0
626,Dublin/Pleasanton,Millbrae,37.09,6.75,0,0,E,W,1,1
627,Dublin/Pleasanton,Montgomery,35.2,5.65,0,0,E,W,1,0
628,Dublin/Pleasanton,North Berkeley,31.76,4.4,0,0,E,E,0,0
629,Dublin/Pleasanton,North Concord,26.99,6,0,0,E,E,0,0
630,Dublin/Pleasanton,Orinda,24.87,4.6,0,0,E,E,0,0
631,Dublin/Pleasanton,Pittsburg/Bay Pt,31.47,6.45,0,0,E,E,0,0
632,Dublin/Pleasanton,Pleasant Hill,20.32,5.4,0,0,E,E,0,0
633,Dublin/Pleasanton,Powell,35.19,5.65,0,0,E,W,1,0
634,Dublin/Pleasanton,Richmond,36.33,4.9,0,0,E,E,0,0
635,Dublin/Pleasanton,Rockridge,26.85,4.15,0,0,E,E,0,0
636,Dublin/Pleasanton,San Bruno,40.88,6.45,0,0,E,W,1,1
637,Dublin/Pleasanton,SFIA,41.49,10.7,0,1,E,W,1,0
638,Dublin/Pleasanton,San Leandro,17.8,3.35,0,0,E,E,0,0
639,Dublin/Pleasanton,South Hayward,20.56,3.7,0,0,E,E,0,0
640,Dublin/Pleasanton,South SF,42.99,6.2,0,0,E,W,1,1
641,Dublin/Pleasanton,Union City,19.77,4.15,0,0,E,E,0,0
642,Dublin/Pleasanton,Walnut Creek,18.64,5.3,0,0,E,E,0,0
643,Dublin/Pleasanton,West Dublin,3.25,1.75,0,0,E,E,0,0
644,Dublin/Pleasanton,West Oakland,27.16,4.15,0,0,E,E,0,0
645,El Cerrito del Norte,12th St.,10.27,2.35,0,0,E,E,0,0
646,El Cerrito del Norte,16th St.,16.24,4.2,0,0,E,W,1,0
647,El Cerrito del Norte,19th St.,9.74,2.35,0,0,E,E,0,0
648,El Cerrito del Norte,24th St.,17.38,4.2,0,0,E,W,1,0
649,El Cerrito del Norte,Ashby,7.55,1.75,0,0,E,E,0,0
650,El Cerrito del Norte,Balboa Park,19.99,4.4,0,0,E,W,1,0
651,El Cerrito del Norte,Bay Fair,22.2,3.45,0,0,E,E,0,0
652,El Cerrito del Norte,Castro Valley,24.41,4.6,0,0,E,E,0,0
653,El Cerrito del Norte,Civic Center,14.96,4.1,0,0,E,W,1,0
654,El Cerrito del Norte,Coliseum,16.6,2.95,0,0,E,E,0,0
655,El Cerrito del Norte,Colma,22.97,4.5,0,0,E,W,1,1
656,El Cerrito del Norte,Concord,24.71,4.1,0,0,E,E,0,0
657,El Cerrito del Norte,Daly City,22.03,4.55,0,0,E,W,1,1
658,El Cerrito del Norte,Berkeley,6.63,1.75,0,0,E,E,0,0
659,El Cerrito del Norte,Dublin/Pleasanton,34.36,5.65,0,0,E,E,0,0
660,El Cerrito del Norte,El Cerrito Plaza,2.32,1.75,0,0,E,E,0,0
661,El Cerrito del Norte,Embarcadero,14.21,4.1,0,0,E,W,1,0
662,El Cerrito del Norte,Fremont,37.65,4.75,0,0,E,E,0,0
663,El Cerrito del Norte,Fruitvale,14.3,2.75,0,0,E,E,0,0
664,El Cerrito del Norte,Glen Park,19.13,4.35,0,0,E,W,1,0
665,El Cerrito del Norte,Hayward,24.84,3.7,0,0,E,E,0,0
666,El Cerrito del Norte,Lafayette,19.46,3.3,0,0,E,E,0,0
667,El Cerrito del Norte,Lake Merritt,11.19,2.35,0,0,E,E,0,0
668,El Cerrito del Norte,MacArthur,8.8,2.15,0,0,E,E,0,0
669,El Cerrito del Norte,Millbrae,27.72,5.2,0,0,E,W,1,1
670,El Cerrito del Norte,Montgomery,14.69,4.1,0,0,E,W,1,0
671,El Cerrito del Norte,North Berkeley,5.39,1.75,0,0,E,E,0,0
672,El Cerrito del Norte,North Concord,23.65,4.3,0,0,E,E,0,0
673,El Cerrito del Norte,Orinda,13.82,2.95,0,0,E,E,0,0
674,El Cerrito del Norte,Pittsburg/Bay Pt,28.11,4.75,0,0,E,E,0,0
675,El Cerrito del Norte,Pleasant Hill,24.33,3.75,0,0,E,E,0,0
676,El Cerrito del Norte,Powell,14.68,4.1,0,0,E,W,1,0
677,El Cerrito del Norte,Richmond,2.21,1.75,0,0,E,E,0,0
678,El Cerrito del Norte,Rockridge,10.52,2.2,0,0,E,E,0,0
679,El Cerrito del Norte,San Bruno,26.28,4.9,0,0,E,W,1,1
680,El Cerrito del Norte,SFIA,27.19,9.15,0,1,E,W,1,0
681,El Cerrito del Norte,San Leandro,19.73,3.2,0,0,E,E,0,0
682,El Cerrito del Norte,South Hayward,28.51,3.95,0,0,E,E,0,0
683,El Cerrito del Norte,South SF,25.61,4.7,0,0,E,W,1,1
684,El Cerrito del Norte,Union City,31.89,4.4,0,0,E,E,0,0
685,El Cerrito del Norte,Walnut Creek,22.67,3.6,0,0,E,E,0,0
686,El Cerrito del Norte,West Dublin,33.17,5.5,0,0,E,E,0,0
687,El Cerrito del Norte,West Oakland,9.28,2.5,0,0,E,E,0,0
688,El Cerrito Plaza,12th St.,9.14,2.1,0,0,E,E,0,0
689,El Cerrito Plaza,16th St.,15.12,4,0,0,E,W,1,0
690,El Cerrito Plaza,19th St.,8.61,2.1,0,0,E,E,0,0
691,El Cerrito Plaza,24th St.,16.26,4.05,0,0,E,W,1,0
692,El Cerrito Plaza,Ashby,4.73,1.75,0,0,E,E,0,0
693,El Cerrito Plaza,Balboa Park,18.87,4.25,0,0,E,W,1,0
694,El Cerrito Plaza,Bay Fair,21.07,3.3,0,0,E,E,0,0
695,El Cerrito Plaza,Castro Valley,23.28,3.55,0,0,E,E,0,0
696,El Cerrito Plaza,Civic Center,13.83,3.95,0,0,E,W,1,0
697,El Cerrito Plaza,Coliseum,15.47,2.8,0,0,E,E,0,0
698,El Cerrito Plaza,Colma,21.84,4.35,0,0,E,W,1,1
699,El Cerrito Plaza,Concord,26.97,3.95,0,0,E,E,0,0
700,El Cerrito Plaza,Daly City,20.91,4.4,0,0,E,W,1,1
701,El Cerrito Plaza,Berkeley,3.93,1.75,0,0,E,E,0,0
702,El Cerrito Plaza,Dublin/Pleasanton,33.24,4.55,0,0,E,E,0,0
703,El Cerrito Plaza,El Cerrito del Norte,2.34,1.75,0,0,E,E,0,0
704,El Cerrito Plaza,Embarcadero,13.09,3.95,0,0,E,W,1,0
705,El Cerrito Plaza,Fremont,36.52,4.55,0,0,E,E,0,0
706,El Cerrito Plaza,Fruitvale,13.18,2.5,0,0,E,E,0,0
707,El Cerrito Plaza,Glen Park,18,4.2,0,0,E,W,1,0
708,El Cerrito Plaza,Hayward,23.72,3.55,0,0,E,E,0,0
709,El Cerrito Plaza,Lafayette,18.34,3.1,0,0,E,E,0,0
710,El Cerrito Plaza,Lake Merritt,10.06,2.1,0,0,E,E,0,0
711,El Cerrito Plaza,MacArthur,7.67,1.9,0,0,E,E,0,0
712,El Cerrito Plaza,Millbrae,26.59,5.05,0,0,E,W,1,1
713,El Cerrito Plaza,Montgomery,13.56,3.95,0,0,E,W,1,0
714,El Cerrito Plaza,North Berkeley,2.87,1.75,0,0,E,E,0,0
715,El Cerrito Plaza,North Concord,25.91,4.15,0,0,E,E,0,0
716,El Cerrito Plaza,Orinda,14.63,2.7,0,0,E,E,0,0
717,El Cerrito Plaza,Pittsburg/Bay Pt,30.37,4.6,0,0,E,E,0,0
718,El Cerrito Plaza,Pleasant Hill,23.21,3.6,0,0,E,E,0,0
719,El Cerrito Plaza,Powell,13.55,3.95,0,0,E,W,1,0
720,El Cerrito Plaza,Richmond,4.62,1.75,0,0,E,E,0,0
721,El Cerrito Plaza,Rockridge,9.4,1.95,0,0,E,E,0,0
722,El Cerrito Plaza,San Bruno,25.16,4.75,0,0,E,W,1,1
723,El Cerrito Plaza,SFIA,26.06,9,0,1,E,W,1,0
724,El Cerrito Plaza,San Leandro,18.61,3.05,0,0,E,E,0,0
725,El Cerrito Plaza,South Hayward,27.38,3.8,0,0,E,E,0,0
726,El Cerrito Plaza,South SF,24.49,4.55,0,0,E,W,1,1
727,El Cerrito Plaza,Union City,30.76,4.25,0,0,E,E,0,0
728,El Cerrito Plaza,Walnut Creek,21.54,3.45,0,0,E,E,0,0
729,El Cerrito Plaza,West Dublin,32.05,4.4,0,0,E,E,0,0
730,El Cerrito Plaza,West Oakland,8.15,2.25,0,0,E,E,0,0
731,Embarcadero,12th St.,10.32,3.15,0,0,W,E,1,0
732,Embarcadero,16th St.,2.49,1.75,0,0,W,W,0,0
733,Embarcadero,19th St.,9.79,3.15,0,0,W,E,1,0
734,Embarcadero,24th St.,3.46,1.75,0,0,W,W,0,0
735,Embarcadero,Ashby,10.22,3.55,0,0,W,E,1,0
736,Embarcadero,Balboa Park,7.8,1.8,0,0,W,W,0,0
737,Embarcadero,Bay Fair,22.25,4.35,0,0,W,E,1,0
738,Embarcadero,Castro Valley,24.46,4.6,0,0,W,E,1,0
739,Embarcadero,Civic Center,1.18,1.75,0,0,W,W,0,0
740,Embarcadero,Coliseum,15.86,3.85,0,0,W,E,1,0
741,Embarcadero,Colma,10.78,3.3,0,0,W,W,0,1
742,Embarcadero,Concord,28.6,5.35,0,0,W,E,1,0
743,Embarcadero,Daly City,9.84,3,0,0,W,W,0,1
744,Embarcadero,Berkeley,11.91,3.7,0,0,W,E,1,0
745,Embarcadero,Dublin/Pleasanton,34.42,5.65,0,0,W,E,1,0
746,Embarcadero,El Cerrito del Norte,14.44,4.1,0,0,W,E,1,0
747,Embarcadero,El Cerrito Plaza,13.13,3.95,0,0,W,E,1,0
748,Embarcadero,Fremont,36.91,5.65,0,0,W,E,1,0
749,Embarcadero,Fruitvale,13.56,3.55,0,0,W,E,1,0
750,Embarcadero,Glen Park,6.94,1.75,0,0,W,W,0,0
751,Embarcadero,Hayward,24.42,4.6,0,0,W,E,1,0
752,Embarcadero,Lafayette,19.51,4.5,0,0,W,E,1,0
753,Embarcadero,Lake Merritt,11.24,3.15,0,0,W,E,1,0
754,Embarcadero,MacArthur,8.85,3.35,0,0,W,E,1,0
755,Embarcadero,Millbrae,15.3,4.3,0,0,W,W,0,1
756,Embarcadero,Montgomery,0.34,1.75,0,0,W,W,0,0
757,Embarcadero,North Berkeley,11.42,3.75,0,0,W,E,1,0
758,Embarcadero,North Concord,31.06,5.55,0,0,W,E,1,0
759,Embarcadero,Orinda,15.81,4.15,0,0,W,E,1,0
760,Embarcadero,Pittsburg/Bay Pt,35.54,6,0,0,W,E,1,0
761,Embarcadero,Pleasant Hill,24.39,5,0,0,W,E,1,0
762,Embarcadero,Powell,0.74,1.75,0,0,W,W,0,0
763,Embarcadero,Richmond,15.99,4.3,0,0,W,E,1,0
764,Embarcadero,Rockridge,10.58,3.55,0,0,W,E,1,0
765,Embarcadero,San Bruno,13.87,3.95,0,0,W,W,0,1
766,Embarcadero,SFIA,14.77,8.25,0,1,W,W,0,0
767,Embarcadero,San Leandro,18.99,4.15,0,0,W,E,1,0
768,Embarcadero,South Hayward,27.77,4.9,0,0,W,E,1,0
769,Embarcadero,South SF,12.75,3.6,0,0,W,W,0,1
770,Embarcadero,Union City,31.14,5.35,0,0,W,E,1,0
771,Embarcadero,Walnut Creek,22.72,4.85,0,0,W,E,1,0
772,Embarcadero,West Dublin,33.23,5.5,0,0,W,E,1,0
773,Embarcadero,West Oakland,8.69,2.9,0,0,W,E,1,0
774,Fremont,12th St.,27.12,4.05,0,0,E,E,0,0
775,Fremont,16th St.,38.91,5.7,0,0,E,W,1,0
776,Fremont,19th St.,28.15,4.05,0,0,E,E,0,0
777,Fremont,24th St.,40.05,5.75,0,0,E,W,1,0
778,Fremont,Ashby,31.06,4.25,0,0,E,E,0,0
779,Fremont,Balboa Park,43.44,5.95,0,0,E,W,1,0
780,Fremont,Bay Fair,16.46,1.75,0,0,E,E,0,0
781,Fremont,Castro Valley,19.34,3.4,0,0,E,E,0,0
782,Fremont,Civic Center,37.62,5.65,0,0,E,W,1,0
783,Fremont,Coliseum,21.69,3.65,0,0,E,E,0,0
784,Fremont,Colma,40.55,6.05,0,0,E,W,1,1
785,Fremont,Concord,40.1,5.8,0,0,E,E,0,0
786,Fremont,Daly City,41.7,6.1,0,0,E,W,1,1
787,Fremont,Berkeley,32.24,4.35,0,0,E,E,0,0
788,Fremont,Dublin/Pleasanton,18.68,4.45,0,0,E,E,0,0
789,Fremont,El Cerrito del Norte,37.72,4.75,0,0,E,E,0,0
790,Fremont,El Cerrito Plaza,36.41,4.55,0,0,E,E,0,0
791,Fremont,Embarcadero,36.88,5.65,0,0,E,W,1,0
792,Fremont,Fruitvale,24.5,3.85,0,0,E,E,0,0
793,Fremont,Glen Park,43.21,5.9,0,0,E,W,1,0
