From,Miles,To
COLS,12.830000000000002,NBRK
COLS,16.21,PLZA
COLS,18.55,DELN
COLS,20.76,RICH
COLS,9.93,ROCK
COLS,15.28,ORIN
COLS,19.79,LAFY
COLS,23.71,WCRK
COLS,26.060000000000002,PHIL
COLS,30.910000000000004,CONC
COLS,33.74,NCON
COLS,39.410000000000004,PITT
FTVL,34.825,MLBR
FTVL,34.095,SFIA
FTVL,30.035,SBRN
FTVL,26.605,SSAN
FTVL,24.695,COLM
FTVL,22.785,DALY
FTVL,21.045,BALB
FTVL,19.375,GLEN
FTVL,17.544999999999998,24TH
FTVL,16.654999999999998,16TH
FTVL,15.284999999999998,CIVC
FTVL,14.844999999999999,POWL
FTVL,14.434999999999999,MONT
FTVL,14.094999999999999,EMBR
FTVL,5.029999999999999,WOAK
FTVL,25.22,FRMT
FTVL,20.68,UCTY
FTVL,16.14,SHAY
FTVL,12.77,HAYW
FTVL,8.63,BAYF
FTVL,5.3100000000000005,SANL
FTVL,2.2,COLS
FTVL,0,FTVL
FTVL,3.03,LAKE
FTVL,13.13,CAST
FTVL,22.380000000000003,WDUB
FTVL,24.76,DUBL
FTVL,3.69,12TH
FTVL,4.04,19TH
FTVL,5.96,MCAR
FTVL,7.83,ASHB
FTVL,9.5,DBRK
FTVL,10.629999999999999,NBRK
FTVL,14.009999999999998,PLZA
FTVL,16.349999999999998,DELN
FTVL,18.56,RICH
FTVL,7.73,ROCK
FTVL,13.08,ORIN
FTVL,17.59,LAFY
FTVL,21.509999999999998,WCRK
FTVL,23.86,PHIL
FTVL,28.71,CONC
FTVL,31.54,NCON
FTVL,37.21,PITT
LAKE,31.794999999999998,MLBR
LAKE,31.064999999999998,SFIA
LAKE,27.005,SBRN
LAKE,23.575,SSAN
LAKE,21.665,COLM
LAKE,19.755,DALY
LAKE,18.015,BALB
LAKE,16.345,GLEN
LAKE,14.515,24TH
LAKE,13.625,16TH
LAKE,12.254999999999999,CIVC
LAKE,11.815,POWL
LAKE,11.405,MONT
LAKE,11.065,EMBR
LAKE,2.0,WOAK
LAKE,28.25,FRMT
LAKE,23.71,UCTY
LAKE,19.17,SHAY
LAKE,15.8,HAYW
LAKE,11.66,BAYF
LAKE,8.34,SANL
LAKE,5.23,COLS
LAKE,3.03,FTVL
LAKE,0,LAKE
LAKE,16.16,CAST
LAKE,25.41,WDUB
LAKE,27.79,DUBL
LAKE,0.66,12TH
LAKE,1.01,19TH
LAKE,2.9299999999999997,MCAR
LAKE,4.8,ASHB
LAKE,6.47,DBRK
LAKE,7.6,NBRK
LAKE,10.98,PLZA
LAKE,13.32,DELN
LAKE,15.530000000000001,RICH
LAKE,4.699999999999999,ROCK
LAKE,10.049999999999999,ORIN
LAKE,14.559999999999999,LAFY
LAKE,18.479999999999997,WCRK
LAKE,20.83,PHIL
LAKE,25.68,CONC
LAKE,28.509999999999998,NCON
LAKE,34.18,PITT
CAST,47.955,MLBR
CAST,47.225,SFIA
CAST,43.165,SBRN
CAST,39.735,SSAN
CAST,37.825,COLM
CAST,35.915000000000006,DALY
CAST,34.175000000000004,BALB
CAST,32.505,GLEN
CAST,30.675000000000004,24TH
CAST,29.785000000000004,16TH
CAST,28.415000000000003,CIVC
CAST,27.975,POWL
CAST,27.565,MONT
CAST,27.225,EMBR
CAST,18.16,WOAK
CAST,21.09,FRMT
CAST,16.55,UCTY
CAST,12.010000000000002,SHAY
CAST,8.64,HAYW
CAST,4.5,BAYF
CAST,7.82,SANL
CAST,10.93,COLS
CAST,13.129999999999999,FTVL
CAST,16.16,LAKE
CAST,0,CAST
CAST,9.25,WDUB
CAST,11.629999999999999,DUBL
CAST,16.82,12TH
CAST,17.17,19TH
CAST,19.090000000000003,MCAR
CAST,20.960000000000004,ASHB
CAST,22.630000000000003,DBRK
CAST,23.76,NBRK
CAST,27.14,PLZA
CAST,29.48,DELN
CAST,31.69,RICH
CAST,20.860000000000003,ROCK
CAST,26.21,ORIN
CAST,30.72,LAFY
CAST,34.64,WCRK
CAST,36.99,PHIL
CAST,41.84,CONC
CAST,44.67,NCON
CAST,50.34,PITT
WDUB,57.20499999999999,MLBR
WDUB,56.474999999999994,SFIA
WDUB,52.41499999999999,SBRN
WDUB,48.98499999999999,SSAN
WDUB,47.074999999999996,COLM
WDUB,45.165,DALY
WDUB,43.425,BALB
WDUB,41.754999999999995,GLEN
WDUB,39.925,24TH
WDUB,39.035,16TH
WDUB,37.665,CIVC
WDUB,37.225,POWL
WDUB,36.815000000000005,MONT
WDUB,36.475,EMBR
WDUB,27.41,WOAK
WDUB,30.34,FRMT
WDUB,25.8,UCTY
WDUB,21.26,SHAY
WDUB,17.89,HAYW
WDUB,13.75,BAYF
WDUB,17.07,SANL
WDUB,20.18,COLS
WDUB,22.38,FTVL
WDUB,25.41,LAKE
WDUB,9.25,CAST
WDUB,0,WDUB
WDUB,2.38,DUBL
WDUB,26.07,12TH
WDUB,26.42,19TH
WDUB,28.340000000000003,MCAR
WDUB,30.210000000000004,ASHB
WDUB,31.880000000000003,DBRK
WDUB,33.010000000000005,NBRK
WDUB,36.39000000000001,PLZA
WDUB,38.730000000000004,DELN
WDUB,40.940000000000005,RICH
WDUB,30.110000000000003,ROCK
WDUB,35.46,ORIN
WDUB,39.97,LAFY
WDUB,43.89,WCRK
WDUB,46.24,PHIL
WDUB,51.09,CONC
WDUB,53.92,NCON
WDUB,59.59,PITT
DUBL,59.58499999999999,MLBR
DUBL,58.85499999999999,SFIA
DUBL,54.79499999999999,SBRN
DUBL,51.36499999999999,SSAN
DUBL,49.45499999999999,COLM
DUBL,47.544999999999995,DALY
DUBL,45.80499999999999,BALB
DUBL,44.13499999999999,GLEN
DUBL,42.30499999999999,24TH
DUBL,41.41499999999999,16TH
DUBL,40.044999999999995,CIVC
DUBL,39.605,POWL
DUBL,39.195,MONT
DUBL,38.855,EMBR
DUBL,29.79,WOAK
DUBL,32.72,FRMT
DUBL,28.18,UCTY
DUBL,23.64,SHAY
DUBL,20.27,HAYW
DUBL,16.13,BAYF
DUBL,19.45,SANL
DUBL,22.56,COLS
DUBL,24.759999999999998,FTVL
DUBL,27.79,LAKE
DUBL,11.629999999999999,CAST
DUBL,2.38,WDUB
DUBL,0,DUBL
DUBL,28.45,12TH
DUBL,28.8,19TH
DUBL,30.72,MCAR
DUBL,32.589999999999996,ASHB
DUBL,34.26,DBRK
DUBL,35.39,NBRK
DUBL,38.77,PLZA
DUBL,41.11,DELN
DUBL,43.32,RICH
DUBL,32.49,ROCK
DUBL,37.84,ORIN
DUBL,42.35,LAFY
DUBL,46.27,WCRK
DUBL,48.620000000000005,PHIL
DUBL,53.470000000000006,CONC
DUBL,56.300000000000004,NCON
DUBL,61.970000000000006,PITT
12TH,31.554999999999996,MLBR
12TH,30.824999999999996,SFIA
12TH,26.764999999999997,SBRN
12TH,23.334999999999997,SSAN
12TH,21.424999999999997,COLM
12TH,19.514999999999997,DALY
12TH,17.775,BALB
12TH,16.104999999999997,GLEN
12TH,14.274999999999999,24TH
12TH,13.384999999999998,16TH
12TH,12.014999999999999,CIVC
12TH,11.575,POWL
12TH,11.165,MONT
12TH,10.825,EMBR
12TH,1.76,WOAK
12TH,28.91,FRMT
12TH,24.37,UCTY
12TH,19.830000000000002,SHAY
12TH,16.46,HAYW
12TH,12.32,BAYF
12TH,9.0,SANL
12TH,5.890000000000001,COLS
12TH,3.69,FTVL
12TH,0.66,LAKE
12TH,16.82,CAST
12TH,26.07,WDUB
12TH,28.45,DUBL
12TH,0,12TH
12TH,0.35,19TH
12TH,2.27,MCAR
12TH,4.140000000000001,ASHB
12TH,5.8100000000000005,DBRK
12TH,6.94,NBRK
12TH,10.32,PLZA
12TH,12.66,DELN
12TH,14.870000000000001,RICH
12TH,4.04,ROCK
12TH,9.39,ORIN
12TH,13.9,LAFY
12TH,17.82,WCRK
12TH,20.17,PHIL
12TH,25.020000000000003,CONC
12TH,27.85,NCON
12TH,33.52,PITT
19TH,31.904999999999998,MLBR
19TH,31.174999999999997,SFIA
19TH,27.115,SBRN
19TH,23.685,SSAN
19TH,21.775,COLM
19TH,19.865,DALY
19TH,18.125,BALB
19TH,16.455,GLEN
19TH,14.625,24TH
19TH,13.735,16TH
19TH,12.364999999999998,CIVC
19TH,11.924999999999999,POWL
19TH,11.514999999999999,MONT
19TH,11.174999999999999,EMBR
19TH,2.11,WOAK
19TH,29.259999999999998,FRMT
19TH,24.72,UCTY
19TH,20.18,SHAY
19TH,16.81,HAYW
19TH,12.67,BAYF
19TH,9.35,SANL
19TH,6.24,COLS
19TH,4.04,FTVL
19TH,1.01,LAKE
19TH,17.17,CAST
19TH,26.42,WDUB
19TH,28.8,DUBL
19TH,0.35,12TH
19TH,0,19TH
19TH,1.92,MCAR
19TH,3.79,ASHB
19TH,5.46,DBRK
19TH,6.59,NBRK
19TH,9.969999999999999,PLZA
19TH,12.309999999999999,DELN
19TH,14.52,RICH
19TH,3.69,ROCK
19TH,9.04,ORIN
19TH,13.549999999999999,LAFY
19TH,17.47,WCRK
19TH,19.82,PHIL
19TH,24.67,CONC
19TH,27.5,NCON
19TH,33.17,PITT
MCAR,33.825,MLBR
MCAR,33.095,SFIA
MCAR,29.035,SBRN
MCAR,25.605,SSAN
MCAR,23.695,COLM
MCAR,21.785,DALY
MCAR,20.045,BALB
MCAR,18.375,GLEN
MCAR,16.544999999999998,24TH
MCAR,15.654999999999998,16TH
MCAR,14.284999999999998,CIVC
MCAR,13.844999999999999,POWL
MCAR,13.434999999999999,MONT
MCAR,13.094999999999999,EMBR
MCAR,4.03,WOAK
MCAR,31.18,FRMT
MCAR,26.64,UCTY
MCAR,22.1,SHAY
MCAR,18.73,HAYW
MCAR,14.59,BAYF
MCAR,11.27,SANL
MCAR,8.16,COLS
MCAR,5.96,FTVL
MCAR,2.93,LAKE
MCAR,19.09,CAST
MCAR,28.34,WDUB
MCAR,30.72,DUBL
MCAR,2.27,12TH
MCAR,1.92,19TH
MCAR,0,MCAR
MCAR,1.87,ASHB
MCAR,3.54,DBRK
MCAR,4.67,NBRK
MCAR,8.05,PLZA
MCAR,10.39,DELN
MCAR,12.600000000000001,RICH
MCAR,1.77,ROCK
MCAR,7.119999999999999,ORIN
MCAR,11.629999999999999,LAFY
MCAR,15.549999999999999,WCRK
MCAR,17.9,PHIL
MCAR,22.75,CONC
MCAR,25.58,NCON
MCAR,31.25,PITT
ASHB,35.69500000000001,MLBR
ASHB,34.965,SFIA
ASHB,30.905000000000005,SBRN
ASHB,27.475000000000005,SSAN
ASHB,25.565000000000005,COLM
ASHB,23.655000000000005,DALY
ASHB,21.915000000000006,BALB
ASHB,20.245000000000005,GLEN
ASHB,18.415000000000003,24TH
ASHB,17.525000000000002,16TH
ASHB,16.155,CIVC
ASHB,15.715,POWL
ASHB,15.305,MONT
ASHB,14.965,EMBR
ASHB,5.8999999999999995,WOAK
ASHB,33.050000000000004,FRMT
ASHB,28.51,UCTY
ASHB,23.970000000000002,SHAY
ASHB,20.6,HAYW
ASHB,16.46,BAYF
ASHB,13.14,SANL
ASHB,10.030000000000001,COLS
ASHB,7.83,FTVL
ASHB,4.8,LAKE
ASHB,20.96,CAST
ASHB,30.21,WDUB
ASHB,32.59,DUBL
ASHB,4.14,12TH
ASHB,3.79,19TH
ASHB,1.87,MCAR
ASHB,0,ASHB
ASHB,1.67,DBRK
ASHB,2.8,NBRK
ASHB,6.18,PLZA
ASHB,8.52,DELN
ASHB,10.73,RICH
ASHB,3.64,ROCK
ASHB,8.99,ORIN
ASHB,13.5,LAFY
ASHB,17.42,WCRK
ASHB,19.770000000000003,PHIL
ASHB,24.620000000000005,CONC
ASHB,27.450000000000003,NCON
ASHB,33.120000000000005,PITT
DBRK,37.365,MLBR
DBRK,36.635000000000005,SFIA
DBRK,32.575,SBRN
DBRK,29.145,SSAN
DBRK,27.235,COLM
DBRK,25.325,DALY
DBRK,23.585,BALB
DBRK,21.915,GLEN
DBRK,20.085,24TH
DBRK,19.195,16TH
DBRK,17.825,CIVC
DBRK,17.384999999999998,POWL
DBRK,16.974999999999998,MONT
DBRK,16.634999999999998,EMBR
DBRK,7.569999999999999,WOAK
DBRK,34.72,FRMT
DBRK,30.18,UCTY
DBRK,25.64,SHAY
DBRK,22.27,HAYW
DBRK,18.13,BAYF
DBRK,14.809999999999999,SANL
DBRK,11.7,COLS
DBRK,9.5,FTVL
DBRK,6.47,LAKE
DBRK,22.63,CAST
DBRK,31.88,WDUB
DBRK,34.26,DUBL
DBRK,5.81,12TH
DBRK,5.46,19TH
DBRK,3.54,MCAR
DBRK,1.67,ASHB
DBRK,0,DBRK
DBRK,1.13,NBRK
DBRK,4.51,PLZA
DBRK,6.85,DELN
DBRK,9.059999999999999,RICH
DBRK,5.3100000000000005,ROCK
DBRK,10.66,ORIN
DBRK,15.17,LAFY
DBRK,19.09,WCRK
DBRK,21.44,PHIL
DBRK,26.29,CONC
DBRK,29.119999999999997,NCON
DBRK,34.79,PITT
NBRK,38.495000000000005,MLBR
NBRK,37.76500000000001,SFIA
NBRK,33.705000000000005,SBRN
NBRK,30.275000000000002,SSAN
NBRK,28.365000000000002,COLM
NBRK,26.455000000000002,DALY
NBRK,24.715000000000003,BALB
NBRK,23.045,GLEN
NBRK,21.215000000000003,24TH
NBRK,20.325000000000003,16TH
NBRK,18.955000000000002,CIVC
NBRK,18.515,POWL
NBRK,18.105,MONT
NBRK,17.765,EMBR
NBRK,8.7,WOAK
NBRK,35.85,FRMT
NBRK,31.31,UCTY
NBRK,26.77,SHAY
NBRK,23.4,HAYW
NBRK,19.259999999999998,BAYF
NBRK,15.939999999999998,SANL
NBRK,12.829999999999998,COLS
NBRK,10.629999999999999,FTVL
NBRK,7.6,LAKE
NBRK,23.759999999999998,CAST
NBRK,33.01,WDUB
NBRK,35.39,DUBL
NBRK,6.9399999999999995,12TH
NBRK,6.59,19TH
NBRK,4.67,MCAR
NBRK,2.8,ASHB
NBRK,1.13,DBRK
NBRK,0,NBRK
NBRK,3.38,PLZA
NBRK,5.72,DELN
NBRK,7.93,RICH
NBRK,6.4399999999999995,ROCK
NBRK,11.79,ORIN
NBRK,16.299999999999997,LAFY
NBRK,20.22,WCRK
NBRK,22.57,PHIL
NBRK,27.42,CONC
NBRK,30.25,NCON
NBRK,35.92,PITT
PLZA,41.875,MLBR
PLZA,41.145,SFIA
PLZA,37.085,SBRN
PLZA,33.655,SSAN
PLZA,31.745000000000005,COLM
PLZA,29.835000000000004,DALY
PLZA,28.095000000000006,BALB
PLZA,26.425000000000004,GLEN
PLZA,24.595000000000002,24TH
PLZA,23.705000000000002,16TH
PLZA,22.335,CIVC
PLZA,21.895,POWL
PLZA,21.485,MONT
PLZA,21.145,EMBR
PLZA,12.08,WOAK
PLZA,39.230000000000004,FRMT
PLZA,34.690000000000005,UCTY
PLZA,30.150000000000002,SHAY
PLZA,26.78,HAYW
PLZA,22.64,BAYF
PLZA,19.32,SANL
PLZA,16.21,COLS
PLZA,14.01,FTVL
PLZA,10.98,LAKE
PLZA,27.14,CAST
PLZA,36.39,WDUB
PLZA,38.77,DUBL
PLZA,10.32,12TH
PLZA,9.97,19TH
PLZA,8.05,MCAR
PLZA,6.18,ASHB
PLZA,4.51,DBRK
PLZA,3.38,NBRK
PLZA,0,PLZA
PLZA,2.34,DELN
PLZA,4.55,RICH
PLZA,9.82,ROCK
PLZA,15.17,ORIN
PLZA,19.68,LAFY
PLZA,23.6,WCRK
PLZA,25.950000000000003,PHIL
PLZA,30.800000000000004,CONC
PLZA,33.63,NCON
PLZA,39.300000000000004,PITT
DELN,44.214999999999996,MLBR
DELN,43.485,SFIA
DELN,39.425,SBRN
DELN,35.995,SSAN
DELN,34.085,COLM
DELN,32.175000000000004,DALY
DELN,30.435000000000002,BALB
DELN,28.765,GLEN
DELN,26.935000000000002,24TH
DELN,26.045,16TH
DELN,24.675,CIVC
DELN,24.235,POWL
DELN,23.825,MONT
DELN,23.485,EMBR
DELN,14.42,WOAK
DELN,41.57,FRMT
DELN,37.03,UCTY
DELN,32.49,SHAY
DELN,29.12,HAYW
DELN,24.98,BAYF
DELN,21.66,SANL
DELN,18.55,COLS
DELN,16.35,FTVL
DELN,13.32,LAKE
DELN,29.48,CAST
DELN,38.730000000000004,WDUB
DELN,41.11000000000001,DUBL
DELN,12.66,12TH
DELN,12.31,19TH
DELN,10.39,MCAR
DELN,8.52,ASHB
DELN,6.85,DBRK
DELN,5.72,NBRK
DELN,2.34,PLZA
DELN,0,DELN
DELN,2.21,RICH
DELN,12.16,ROCK
DELN,17.509999999999998,ORIN
DELN,22.019999999999996,LAFY
DELN,25.939999999999998,WCRK
DELN,28.29,PHIL
DELN,33.14,CONC
DELN,35.97,NCON
DELN,41.64,PITT
RICH,46.425,MLBR
RICH,45.695,SFIA
RICH,41.635,SBRN
RICH,38.205,SSAN
RICH,36.295,COLM
RICH,34.385000000000005,DALY
RICH,32.645,BALB
RICH,30.975,GLEN
RICH,29.145000000000003,24TH
RICH,28.255000000000003,16TH
RICH,26.885,CIVC
RICH,26.445,POWL
RICH,26.035,MONT
RICH,25.695,EMBR
RICH,16.63,WOAK
RICH,43.779999999999994,FRMT
RICH,39.239999999999995,UCTY
RICH,34.699999999999996,SHAY
RICH,31.33,HAYW
RICH,27.189999999999998,BAYF
RICH,23.869999999999997,SANL
RICH,20.759999999999998,COLS
RICH,18.56,FTVL
RICH,15.529999999999998,LAKE
RICH,31.689999999999998,CAST
RICH,40.94,WDUB
RICH,43.32,DUBL
RICH,14.869999999999997,12TH
RICH,14.519999999999998,19TH
RICH,12.599999999999998,MCAR
RICH,10.729999999999999,ASHB
RICH,9.059999999999999,DBRK
RICH,7.93,NBRK
RICH,4.55,PLZA
RICH,2.21,DELN
RICH,0,RICH
RICH,14.369999999999997,ROCK
RICH,19.72,ORIN
RICH,24.229999999999997,LAFY
RICH,28.15,WCRK
RICH,30.5,PHIL
RICH,35.35,CONC
RICH,38.18,NCON
RICH,43.85,PITT
ROCK,35.595000000000006,MLBR
ROCK,34.865,SFIA
ROCK,30.805000000000003,SBRN
ROCK,27.375000000000004,SSAN
ROCK,25.465000000000003,COLM
ROCK,23.555000000000003,DALY
ROCK,21.815000000000005,BALB
ROCK,20.145000000000003,GLEN
ROCK,18.315,24TH
ROCK,17.425,16TH
ROCK,16.055,CIVC
ROCK,15.614999999999998,POWL
ROCK,15.204999999999998,MONT
ROCK,14.864999999999998,EMBR
ROCK,5.8,WOAK
ROCK,32.95,FRMT
ROCK,28.41,UCTY
ROCK,23.87,SHAY
ROCK,20.5,HAYW
ROCK,16.36,BAYF
ROCK,13.04,SANL
ROCK,9.93,COLS
ROCK,7.73,FTVL
ROCK,4.7,LAKE
ROCK,20.86,CAST
ROCK,30.11,WDUB
ROCK,32.49,DUBL
ROCK,4.04,12TH
ROCK,3.69,19TH
ROCK,1.77,MCAR
ROCK,3.64,ASHB
ROCK,5.3100000000000005,DBRK
ROCK,6.44,NBRK
ROCK,9.82,PLZA
ROCK,12.16,DELN
ROCK,14.370000000000001,RICH
ROCK,0,ROCK
ROCK,5.35,ORIN
ROCK,9.86,LAFY
ROCK,13.78,WCRK
ROCK,16.13,PHIL
ROCK,20.979999999999997,CONC
ROCK,23.809999999999995,NCON
ROCK,29.479999999999997,PITT
ORIN,40.94499999999999,MLBR
ORIN,40.214999999999996,SFIA
ORIN,36.154999999999994,SBRN
ORIN,32.724999999999994,SSAN
ORIN,30.814999999999998,COLM
ORIN,28.904999999999998,DALY
ORIN,27.165,BALB
ORIN,25.494999999999997,GLEN
ORIN,23.665,24TH
ORIN,22.775,16TH
ORIN,21.404999999999998,CIVC
ORIN,20.964999999999996,POWL
ORIN,20.554999999999996,MONT
ORIN,20.214999999999996,EMBR
ORIN,11.149999999999999,WOAK
ORIN,38.3,FRMT
ORIN,33.76,UCTY
ORIN,29.22,SHAY
ORIN,25.849999999999998,HAYW
ORIN,21.709999999999997,BAYF
ORIN,18.389999999999997,SANL
ORIN,15.279999999999998,COLS
ORIN,13.079999999999998,FTVL
ORIN,10.049999999999999,LAKE
ORIN,26.209999999999997,CAST
ORIN,35.459999999999994,WDUB
ORIN,37.839999999999996,DUBL
ORIN,9.389999999999999,12TH
ORIN,9.04,19TH
ORIN,7.119999999999999,MCAR
ORIN,8.989999999999998,ASHB
ORIN,10.659999999999998,DBRK
ORIN,11.79,NBRK
ORIN,15.169999999999998,PLZA
ORIN,17.509999999999998,DELN
ORIN,19.72,RICH
ORIN,5.35,ROCK
ORIN,0,ORIN
ORIN,4.51,LAFY
ORIN,8.43,WCRK
ORIN,10.78,PHIL
ORIN,15.629999999999999,CONC
ORIN,18.46,NCON
ORIN,24.130000000000003,PITT
LAFY,45.455,MLBR
LAFY,44.725,SFIA
LAFY,40.665,SBRN
LAFY,37.235,SSAN
LAFY,35.325,COLM
LAFY,33.415000000000006,DALY
LAFY,31.675000000000004,BALB
LAFY,30.005000000000003,GLEN
LAFY,28.175,24TH
LAFY,27.285,16TH
LAFY,25.915,CIVC
LAFY,25.474999999999998,POWL
LAFY,25.064999999999998,MONT
LAFY,24.724999999999998,EMBR
LAFY,15.659999999999998,WOAK
LAFY,42.809999999999995,FRMT
LAFY,38.269999999999996,UCTY
LAFY,33.73,SHAY
LAFY,30.36,HAYW
LAFY,26.22,BAYF
LAFY,22.9,SANL
LAFY,19.79,COLS
LAFY,17.59,FTVL
LAFY,14.559999999999999,LAKE
LAFY,30.72,CAST
LAFY,39.97,WDUB
LAFY,42.35,DUBL
LAFY,13.899999999999999,12TH
LAFY,13.549999999999999,19TH
LAFY,11.629999999999999,MCAR
LAFY,13.5,ASHB
LAFY,15.17,DBRK
LAFY,16.3,NBRK
LAFY,19.68,PLZA
LAFY,22.02,DELN
LAFY,24.23,RICH
LAFY,9.86,ROCK
LAFY,4.51,ORIN
LAFY,0,LAFY
LAFY,3.92,WCRK
LAFY,6.27,PHIL
LAFY,11.12,CONC
LAFY,13.95,NCON
LAFY,19.619999999999997,PITT
WCRK,49.375,MLBR
WCRK,48.645,SFIA
WCRK,44.585,SBRN
WCRK,41.155,SSAN
WCRK,39.245000000000005,COLM
WCRK,37.33500000000001,DALY
WCRK,35.595000000000006,BALB
WCRK,33.925000000000004,GLEN
WCRK,32.095000000000006,24TH
WCRK,31.205000000000005,16TH
WCRK,29.835000000000004,CIVC
WCRK,29.395000000000003,POWL
WCRK,28.985000000000003,MONT
WCRK,28.645000000000003,EMBR
WCRK,19.580000000000002,WOAK
WCRK,46.73,FRMT
WCRK,42.19,UCTY
WCRK,37.65,SHAY
WCRK,34.28,HAYW
WCRK,30.14,BAYF
WCRK,26.82,SANL
WCRK,23.71,COLS
WCRK,21.51,FTVL
WCRK,18.48,LAKE
WCRK,34.64,CAST
WCRK,43.89,WDUB
WCRK,46.27,DUBL
WCRK,17.82,12TH
WCRK,17.47,19TH
WCRK,15.549999999999999,MCAR
WCRK,17.419999999999998,ASHB
WCRK,19.089999999999996,DBRK
WCRK,20.219999999999995,NBRK
WCRK,23.599999999999994,PLZA
WCRK,25.939999999999994,DELN
WCRK,28.149999999999995,RICH
WCRK,13.78,ROCK
WCRK,8.43,ORIN
WCRK,3.92,LAFY
WCRK,0,WCRK
WCRK,2.35,PHIL
WCRK,7.199999999999999,CONC
WCRK,10.03,NCON
WCRK,15.7,PITT
PHIL,51.724999999999994,MLBR
PHIL,50.995,SFIA
PHIL,46.934999999999995,SBRN
PHIL,43.504999999999995,SSAN
PHIL,41.595,COLM
PHIL,39.685,DALY
PHIL,37.945,BALB
PHIL,36.275,GLEN
PHIL,34.445,24TH
PHIL,33.555,16TH
PHIL,32.185,CIVC
PHIL,31.745000000000005,POWL
PHIL,31.335000000000004,MONT
PHIL,30.995000000000005,EMBR
PHIL,21.930000000000003,WOAK
PHIL,49.08,FRMT
PHIL,44.54,UCTY
PHIL,40.0,SHAY
PHIL,36.63,HAYW
PHIL,32.49,BAYF
PHIL,29.17,SANL
PHIL,26.060000000000002,COLS
PHIL,23.860000000000003,FTVL
PHIL,20.830000000000002,LAKE
PHIL,36.99,CAST
PHIL,46.24,WDUB
PHIL,48.620000000000005,DUBL
PHIL,20.17,12TH
PHIL,19.82,19TH
PHIL,17.9,MCAR
PHIL,19.77,ASHB
PHIL,21.439999999999998,DBRK
PHIL,22.569999999999997,NBRK
PHIL,25.949999999999996,PLZA
PHIL,28.289999999999996,DELN
PHIL,30.499999999999996,RICH
PHIL,16.13,ROCK
PHIL,10.78,ORIN
PHIL,6.27,LAFY
PHIL,2.35,WCRK
PHIL,0,PHIL
PHIL,4.85,CONC
PHIL,7.68,NCON
PHIL,13.35,PITT
CONC,56.57499999999999,MLBR
CONC,55.84499999999999,SFIA
CONC,51.78499999999999,SBRN
CONC,48.35499999999999,SSAN
CONC,46.44499999999999,COLM
CONC,44.535,DALY
CONC,42.794999999999995,BALB
CONC,41.12499999999999,GLEN
CONC,39.294999999999995,24TH
CONC,38.404999999999994,16TH
CONC,37.035,CIVC
CONC,36.595,POWL
CONC,36.185,MONT
CONC,35.845,EMBR
CONC,26.779999999999998,WOAK
CONC,53.92999999999999,FRMT
CONC,49.38999999999999,UCTY
CONC,44.849999999999994,SHAY
CONC,41.48,HAYW
CONC,37.339999999999996,BAYF
CONC,34.019999999999996,SANL
CONC,30.909999999999997,COLS
CONC,28.709999999999997,FTVL
CONC,25.679999999999996,LAKE
CONC,41.839999999999996,CAST
CONC,51.089999999999996,WDUB
CONC,53.47,DUBL
CONC,25.019999999999996,12TH
CONC,24.669999999999995,19TH
CONC,22.749999999999996,MCAR
CONC,24.619999999999997,ASHB
CONC,26.29,DBRK
CONC,27.419999999999998,NBRK
CONC,30.799999999999997,PLZA
CONC,33.14,DELN
CONC,35.35,RICH
CONC,20.979999999999997,ROCK
CONC,15.629999999999999,ORIN
CONC,11.12,LAFY
CONC,7.199999999999999,WCRK
CONC,4.85,PHIL
CONC,0,CONC
CONC,2.83,NCON
CONC,8.5,PITT
NCON,59.404999999999994,MLBR
NCON,58.675,SFIA
NCON,54.614999999999995,SBRN
NCON,51.184999999999995,SSAN
NCON,49.275,COLM
NCON,47.365,DALY
NCON,45.625,BALB
NCON,43.955,GLEN
NCON,42.125,24TH
NCON,41.235,16TH
NCON,39.865,CIVC
NCON,39.425000000000004,POWL
NCON,39.01500000000001,MONT
NCON,38.675000000000004,EMBR
NCON,29.610000000000003,WOAK
NCON,56.76,FRMT
NCON,52.22,UCTY
NCON,47.68,SHAY
NCON,44.31,HAYW
NCON,40.17,BAYF
NCON,36.85,SANL
NCON,33.74,COLS
NCON,31.540000000000003,FTVL
NCON,28.51,LAKE
NCON,44.67,CAST
NCON,53.92,WDUB
NCON,56.300000000000004,DUBL
NCON,27.85,12TH
NCON,27.5,19TH
NCON,25.580000000000002,MCAR
NCON,27.450000000000003,ASHB
NCON,29.120000000000005,DBRK
NCON,30.250000000000004,NBRK
NCON,33.63,PLZA
NCON,35.97,DELN
NCON,38.18,RICH
NCON,23.810000000000002,ROCK
NCON,18.46,ORIN
NCON,13.95,LAFY
NCON,10.03,WCRK
NCON,7.68,PHIL
NCON,2.83,CONC
NCON,0,NCON
NCON,5.67,PITT
PITT,65.07499999999999,MLBR
PITT,64.34499999999998,SFIA
PITT,60.28499999999998,SBRN
PITT,56.85499999999998,SSAN
PITT,54.944999999999986,COLM
PITT,53.03499999999999,DALY
PITT,51.29499999999999,BALB
PITT,49.624999999999986,GLEN
PITT,47.79499999999999,24TH
PITT,46.90499999999999,16TH
PITT,45.53499999999999,CIVC
PITT,45.09499999999999,POWL
PITT,44.684999999999995,MONT
PITT,44.34499999999999,EMBR
PITT,35.279999999999994,WOAK
PITT,62.42999999999999,FRMT
PITT,57.88999999999999,UCTY
